Sample ID,Donor ID,Species,Species NCBI Taxonomy ID,Genotype,Modality,Technique,Anatomical Structure,Subspecimen Type,Total Processed Subspecimens,Organization,Investigator,Grant Number,Project,Imaging database,Imaging data link,Comments,Metadata Submission,Age,Sex,QC,Download Link,Visualization Link,Soma_X(CCFv3_1𝜇𝑚),Soma_Y(CCFv3_1𝜇𝑚),Soma_Z(CCFv3_1𝜇𝑚)
18868_4648_x14941_y16268,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,RT,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_4648_x14941_y16268_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_4648_x14941_y16268_CCFv3,5857.08,5471.73,6614.92
18868_4693_x13797_y16937,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,RT,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_4693_x13797_y16937_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_4693_x13797_y16937_CCFv3,5844.17,5688.12,6986.98
18868_4706_x15828_y16760,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,RT,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_4706_x15828_y16760_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_4706_x15828_y16760_CCFv3,5888.5,5670.1,6356.33
18868_4739_x28536_y7468,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-bfd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_4739_x28536_y7468_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_4739_x28536_y7468_CCFv3,6123.1,2098.73,2616.3
18868_4757_x15158_y16995,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,RT,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_4757_x15158_y16995_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_4757_x15158_y16995_CCFv3,5924.85,5748.77,6565.25
18868_4803_x7002_y8311,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-n,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_4803_x7002_y8311_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_4803_x7002_y8311_CCFv3,5853.45,2394.12,9069.77
18868_4818_x14513_y17030,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,RT,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_4818_x14513_y17030_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_4818_x14513_y17030_CCFv3,5989,5755.08,6766.92
18868_4863_x31402_y10126,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSs,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_4863_x31402_y10126_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_4863_x31402_y10126_CCFv3,6186.55,3123.38,1556.28
18868_4883_x27078_y6285,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-bfd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_4883_x27078_y6285_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_4883_x27078_y6285_CCFv3,6304.45,1555.5,3097.68
18868_5131_x7596_y7239,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-bfd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_5131_x7596_y7239_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_5131_x7596_y7239_CCFv3,6306.85,1920.03,8859.88
18868_5141_x8535_y6876,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-bfd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_5141_x8535_y6876_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_5141_x8535_y6876_CCFv3,6357.1,1757.93,8531.3
18868_5156_x9540_y6495,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-bfd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_5156_x9540_y6495_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_5156_x9540_y6495_CCFv3,6394.9,1586.28,8207.1
18868_5242_x9858_y5968,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-bfd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_5242_x9858_y5968_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_5242_x9858_y5968_CCFv3,6527.95,1354.18,8096.73
18868_5369_x19532_y5532,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,RSPv,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_5369_x19532_y5532_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_5369_x19532_y5532_CCFv3,6864.25,1109.18,5375.02
18868_5397_x19819_y6085,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,RSPv,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_5397_x19819_y6085_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_5397_x19819_y6085_CCFv3,6929.77,1422.35,5292.5
18868_5456_x7773_y6771,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-bfd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_5456_x7773_y6771_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_5456_x7773_y6771_CCFv3,6740.12,1709.62,8814.03
18868_5531_x7356_y7030,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-bfd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_5531_x7356_y7030_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_5531_x7356_y7030_CCFv3,6831.85,1827.9,8974.2
18868_5686_x9887_y5415,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-bfd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_5686_x9887_y5415_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_5686_x9887_y5415_CCFv3,7105.77,1164.93,8108.77
18868_5701_x9538_y5736,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-bfd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_5701_x9538_y5736_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_5701_x9538_y5736_CCFv3,7108.52,1300.97,8232.78
18868_5723_x7031_y7203,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSs,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_5723_x7031_y7203_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_5723_x7031_y7203_CCFv3,7071.6,1911.35,9114.52
18868_5724_x8616_y5999,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-bfd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_5724_x8616_y5999_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_5724_x8616_y5999_CCFv3,7100.83,1407.65,8538.65
18868_5965_x17541_y6435,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,RSPv,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_5965_x17541_y6435_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_5965_x17541_y6435_CCFv3,7648.58,1706.5,5933.6
18868_5983_x17523_y5085,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,RSPv,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_5983_x17523_y5085_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_5983_x17523_y5085_CCFv3,7666.83,986,5950.77
18868_6000_x19811_y5444,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,RSPv,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_6000_x19811_y5444_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_6000_x19811_y5444_CCFv3,7729.88,1179.55,5318.48
18868_6019_x9541_y5296,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,VISrl,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_6019_x9541_y5296_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_6019_x9541_y5296_CCFv3,7528.98,1175.47,8238.35
18868_6196_x17668_y4955,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,RSPv,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_6196_x17668_y4955_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_6196_x17668_y4955_CCFv3,7966.92,960.25,5921.1
18868_6405_x11428_y4397,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,VISpm,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_6405_x11428_y4397_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_6405_x11428_y4397_CCFv3,8144.5,898.4,7678.42
18868_6757_x10353_y4324,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,VISp,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_6757_x10353_y4324_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_6757_x10353_y4324_CCFv3,8626.78,936.125,8059.85
18868_7311_x22238_y17329,18868,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,TRN,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/proj/u19zeng/fMOST_terafly/mouseID_396476-18868,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18868_7311_x22238_y17329_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18868_7311_x22238_y17329_CCFv3,9131.88,6117.33,4450.38
18869_00020,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,PSV,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_00020_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_00020_CCFv3,10333.8,5418.08,7885.85
18869_00024,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_00024_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_00024_CCFv3,6222.42,5146.27,4123.8
18869_00025,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,RT,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_00025_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_00025_CCFv3,6105.9,4195.83,3898.9
18869_00028,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,RT,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_00028_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_00028_CCFv3,6653.8,4464.7,3420.65
18869_3064_x20999_y7621,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3064_x20999_y7621_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3064_x20999_y7621_CCFv3,4116.2,3747.25,2474.77
18869_3239_x6605_y6691,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3239_x6605_y6691_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3239_x6605_y6691_CCFv3,4231.75,3545.52,8970.17
18869_3263_x6927_y6229,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3263_x6927_y6229_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3263_x6927_y6229_CCFv3,4284.62,3293.52,8817.2
18869_3305_x6812_y6104,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3305_x6812_y6104_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3305_x6812_y6104_CCFv3,4312.42,3216.3,8880.5
18869_3321_x21485_y7678,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3321_x21485_y7678_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3321_x21485_y7678_CCFv3,4487.05,3731.05,2273.95
18869_3395_x6415_y6741,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3395_x6415_y6741_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3395_x6415_y6741_CCFv3,4451.3,3565.18,9064.2
18869_3398_x6248_y7047,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3398_x6248_y7047_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3398_x6248_y7047_CCFv3,4433.67,3737.68,9142.55
18869_3480_x6168_y6983,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3480_x6168_y6983_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3480_x6168_y6983_CCFv3,4556.77,3701.88,9184.28
18869_3482_x7077_y5660,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3482_x7077_y5660_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3482_x7077_y5660_CCFv3,4580.48,2957.88,8756.6
18869_3504_x6554_y5961,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3504_x6554_y5961_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3504_x6554_y5961_CCFv3,4553.25,3126.3,9012.95
18869_3506_x6250_y6810,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3506_x6250_y6810_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3506_x6250_y6810_CCFv3,4596.77,3610.73,9148.22
18869_3547_x21769_y7449,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3547_x21769_y7449_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3547_x21769_y7449_CCFv3,4790.02,3578.98,2178.98
18869_3590_x6132_y6798,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3590_x6132_y6798_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3590_x6132_y6798_CCFv3,4696.52,3602.57,9209.83
18869_3634_x20027_y5437,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3634_x20027_y5437_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3634_x20027_y5437_CCFv3,4975.48,2455.6,3160.05
18869_3634_x5750_y7170,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3634_x5750_y7170_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3634_x5750_y7170_CCFv3,4709.73,3802.43,9388.75
18869_3659_x21701_y7032,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3659_x21701_y7032_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3659_x21701_y7032_CCFv3,4955.35,3343.3,2253.57
18869_3701_x5589_y7633,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3701_x5589_y7633_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3701_x5589_y7633_CCFv3,4803.75,4057.1,9468.45
18869_3701_x7703_y4993,18869,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai166,cell morphology,fMOST,SSp-m,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/ee/01/ee01a74d90e26226/mouseID_396477-18869/,,,82,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18869_3701_x7703_y4993_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18869_3701_x7703_y4993_CCFv3,4885.05,2550.48,8466.47
