Sample ID,Donor ID,Species,Species NCBI Taxonomy ID,Genotype,Modality,Technique,Anatomical Structure,Subspecimen Type,Total Processed Subspecimens,Organization,Investigator,Grant Number,Project,Imaging database,Imaging data link,Comments,Metadata Submission,Age,Sex,QC,Download Link,Visualization Link,Soma_X(CCFv3_1𝜇𝑚),Soma_Y(CCFv3_1𝜇𝑚),Soma_Z(CCFv3_1𝜇𝑚)
15257_2226_x16029_y23953,15257,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai139,cell morphology,fMOST,MOs,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/df/75/df75626840c76c15/mouseID_210254-15257,,,54,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_15257_2226_x16029_y23953_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_15257_2226_x16029_y23953_CCFv3,2953.52,2879.02,3753.05
15257_2309_x13266_y25533,15257,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai139,cell morphology,fMOST,MOs,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/df/75/df75626840c76c15/mouseID_210254-15257,,,54,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_15257_2309_x13266_y25533_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_15257_2309_x13266_y25533_CCFv3,3360.52,4078.52,3174.52
15257_2627_x17126_y20600,15257,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai139,cell morphology,fMOST,ACAd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/df/75/df75626840c76c15/mouseID_210254-15257,,,54,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_15257_2627_x17126_y20600_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_15257_2627_x17126_y20600_CCFv3,3426.95,2009.28,5138.98
15257_3271_x15413_y13333,15257,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai139,cell morphology,fMOST,MOp,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/df/75/df75626840c76c15/mouseID_210254-15257,,,54,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_15257_3271_x15413_y13333_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_15257_3271_x15413_y13333_CCFv3,4440.12,2628,8036.3
15257_4021_x16401_y21556,15257,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai139,cell morphology,fMOST,MOs,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/df/75/df75626840c76c15/mouseID_210254-15257,,,54,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_15257_4021_x16401_y21556_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_15257_4021_x16401_y21556_CCFv3,5478.52,1682.57,4882.1
15257_4149_x16164_y21238,15257,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai139,cell morphology,fMOST,ACAd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/df/75/df75626840c76c15/mouseID_210254-15257,,,54,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_15257_4149_x16164_y21238_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_15257_4149_x16164_y21238_CCFv3,5674.52,1737.72,5003.65
15257_4397_x16794_y21812,15257,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai139,cell morphology,fMOST,MOp,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/df/75/df75626840c76c15/mouseID_210254-15257,,,54,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_15257_4397_x16794_y21812_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_15257_4397_x16794_y21812_CCFv3,5906.85,1339.68,4785.7
15257_4485_x16442_y16836,15257,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai139,cell morphology,fMOST,MOp,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/df/75/df75626840c76c15/mouseID_210254-15257,,,54,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_15257_4485_x16442_y16836_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_15257_4485_x16442_y16836_CCFv3,5973.88,1427.1,6585.3
15257_4500_x16614_y17147,15257,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2;Ai139,cell morphology,fMOST,MOs,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/df/75/df75626840c76c15/mouseID_210254-15257,,,54,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_15257_4500_x16614_y17147_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_15257_4500_x16614_y17147_CCFv3,5979.8,1331.78,6464.42
17109_1701_x8048_y22277,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,AId,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_1701_x8048_y22277_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_1701_x8048_y22277_CCFv3,2820.18,3990.05,7795.55
17109_1801_x6698_y12550,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,AId,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_1801_x6698_y12550_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_1801_x6698_y12550_CCFv3,3003.12,3453.77,4191.8
17109_1901_x9602_y10508,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,AId,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_1901_x9602_y10508_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_1901_x9602_y10508_CCFv3,3183.95,4764.25,3375.82
17109_2201_x8046_y23301,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,MOs,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_2201_x8046_y23301_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_2201_x8046_y23301_CCFv3,3479.62,3790.73,8126.5
17109_2301_x8535_y23051,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,AId,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_2301_x8535_y23051_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_2301_x8535_y23051_CCFv3,3562.35,4013.73,8007.98
17109_2301_x9418_y23665,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,AId,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_2301_x9418_y23665_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_2301_x9418_y23665_CCFv3,3535.43,4363.25,8328.1
17109_2401_x8977_y24184,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,MOp,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_2401_x8977_y24184_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_2401_x8977_y24184_CCFv3,3737.1,4093.52,8497.25
17109_2401_x9338_y2394,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,AId,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_2401_x9338_y2394_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_2401_x9338_y2394_CCFv3,3727.1,4285.15,8300.92
17109_2401_x9695_y9693,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,CLA,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_2401_x9695_y9693_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_2401_x9695_y9693_CCFv3,3879,4732.1,3261.88
17109_2401_x9954_y9122,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,AId,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_2401_x9954_y9122_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_2401_x9954_y9122_CCFv3,3832.8,4865.83,2947.77
17109_2500_x9864_y9311,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,CLA,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_2500_x9864_y9311_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_2500_x9864_y9311_CCFv3,3930.45,4806.4,3081
17109_2601_x10213_y8783,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,CLA,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_2601_x10213_y8783_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_2601_x10213_y8783_CCFv3,4126.17,4934.65,2859.57
17109_2601_x9296_y24691,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,CLA,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_2601_x9296_y24691_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_2601_x9296_y24691_CCFv3,3998.12,4142.3,8708.08
17109_2601_x9498_y8169,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,AId,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_2601_x9498_y8169_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_2601_x9498_y8169_CCFv3,4160.4,4654.17,2645.73
17109_3101_x10824_y7188,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,CLA,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_3101_x10824_y7188_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_3101_x10824_y7188_CCFv3,4866.08,5111.02,2283.25
17109_3701_x9228_y26684,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,SSs,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_3701_x9228_y26684_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_3701_x9228_y26684_CCFv3,5291.92,3768.85,9538.47
17109_4101_x6753_y6197,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,SSs,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_4101_x6753_y6197_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_4101_x6753_y6197_CCFv3,6037.48,3118.3,2125.35
17109_4764_x6621_y5727,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,SSs,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_4764_x6621_y5727_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_4764_x6621_y5727_CCFv3,6806.92,2987.2,1964.68
17109_4772_x9038_y27257,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,SSs,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_4772_x9038_y27257_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_4772_x9038_y27257_CCFv3,6566.08,3493.15,9725.55
17109_6201_x4328_y6753,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,VISp,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_6201_x4328_y6753_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_6201_x4328_y6753_CCFv3,9260.58,1814.68,2845.55
17109_6301_x4756_y24516,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,VISrl,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_6301_x4756_y24516_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_6301_x4756_y24516_CCFv3,8614.05,1527.88,8583.65
17109_6401_x7641_y3978,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,AUDv,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_6401_x7641_y3978_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_6401_x7641_y3978_CCFv3,9096.25,3343.18,1533.03
17109_6401_x7989_y3767,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,AUDv,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_6401_x7989_y3767_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_6401_x7989_y3767_CCFv3,9028.03,3275.95,1457.12
17109_6501_x6997_y4287,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,AUDpo,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_6501_x6997_y4287_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_6501_x6997_y4287_CCFv3,9152.62,3034.45,1570.25
17109_6601_x4384_y7436,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,VISal,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_6601_x4384_y7436_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_6601_x4384_y7436_CCFv3,8783.03,1785.6,2531.85
17109_6601_x5417_y25287,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,VISal,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_6601_x5417_y25287_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_6601_x5417_y25287_CCFv3,8962.83,1845.2,8970.28
17109_6801_x7432_y4405,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,TEa,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_6801_x7432_y4405_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_6801_x7432_y4405_CCFv3,9533.3,3203.02,1673.53
17109_6901_x7203_y26714,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,TEa,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_6901_x7203_y26714_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_6901_x7203_y26714_CCFv3,9248.9,2556.02,9601.83
17109_7001_x5738_y6470,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,VISl,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_7001_x5738_y6470_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_7001_x5738_y6470_CCFv3,9733.45,2493.9,2500.73
17109_7001_x6205_y5194,17109,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2;Ai140,cell morphology,fMOST,TEa,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_297974-17109,,,62,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17109_7001_x6205_y5194_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17109_7001_x6205_y5194_CCFv3,9757.48,2722.18,1932.78
17300_3426_x20339_y44872,17300,mouse,NCBI:txid10090,Plxnd1-CreER;Ai82;Ai140,cell morphology,fMOST,SSs,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_314107-17300,,,88,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17300_3426_x20339_y44872_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17300_3426_x20339_y44872_CCFv3,5354.05,3600.68,9876.05
17300_3514_x19676_y45282,17300,mouse,NCBI:txid10090,Plxnd1-CreER;Ai82;Ai140,cell morphology,fMOST,SSs,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_314107-17300,,,88,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17300_3514_x19676_y45282_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17300_3514_x19676_y45282_CCFv3,5454.7,3748.02,9976.88
17300_5571_x27063_y39610,17300,mouse,NCBI:txid10090,Plxnd1-CreER;Ai82;Ai140,cell morphology,fMOST,VISa,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_314107-17300,,,88,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17300_5571_x27063_y39610_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17300_5571_x27063_y39610_CCFv3,7845.58,1084.25,8362.25
17300_5896_x24862_y27320,17300,mouse,NCBI:txid10090,Plxnd1-CreER;Ai82;Ai140,cell morphology,fMOST,RSPv,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_314107-17300,,,88,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17300_5896_x24862_y27320_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17300_5896_x24862_y27320_CCFv3,8308.12,1610.82,5457
17300_5969_x27278_y20820,17300,mouse,NCBI:txid10090,Plxnd1-CreER;Ai82;Ai140,cell morphology,fMOST,VISp,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_314107-17300,,,88,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17300_5969_x27278_y20820_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17300_5969_x27278_y20820_CCFv3,8162.77,794.875,4004.32
17300_6010_x23413_y13446,17300,mouse,NCBI:txid10090,Plxnd1-CreER;Ai82;Ai140,cell morphology,fMOST,VISal,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_314107-17300,,,88,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17300_6010_x23413_y13446_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17300_6010_x23413_y13446_CCFv3,8363.75,1941.55,1893.57
17302_00001,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00001_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00001_CCFv3,5127.98,4972.75,9085.9
17302_00002,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00002_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00002_CCFv3,4999.4,5010.58,9060.3
17302_00003,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00003_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00003_CCFv3,5143.73,4929.4,9214
17302_00005,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00005_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00005_CCFv3,4939.75,4732.02,8835.58
17302_00006,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00006_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00006_CCFv3,5222.52,4698.3,9069.6
17302_00007,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00007_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00007_CCFv3,5270.67,4716.52,9040.53
17302_00009,17302,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_321237-17302,,,60,Male,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_17302_00009_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_17302_00009_CCFv3,5070.42,4553.95,8955.7
