Case ID,Species,NCBI Taxonomy,GenoType,Modality,Technique,Anatomical Region,Organization,Investigator,Grant Number,Project,Imaging Database,Imaging Datalink,Age,Sex,Viewer Link,AP,ML,DV,Injection Type
191119_JH_HK0241_FoxP2_VISa_parietal_male,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,PTLp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/29/ab/29abdf9622add58c/191119_JH_HK0241_FoxP2_VISa_parietal_male_processed,12,M,https://brainviewer.org:3010/HUA_U19_191119,-2.1,1.5,1, AAV2/8-Cag-fDIO TVAeGFP
191120_JH_HK0243_FezF2LSLflp_ENTl_entorhinal_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,TEa,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/60/31/6031c85e9241968e/191120_JH_HK0243_FezF2LSLflp_ENTl_entorhinal_female_processed,8,F,https://brainviewer.org:3010/HUA_U19_191120,-2.3,4.5,3.5, AAV2/8-Cag-fDIO TVAeGFP
191121_JH_HK0244_Tle4LSLflp_MOp_RFO_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,SSp-m,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/a2/e3/a2e3e393dc4fc579/191121_JH_HK0244_Tle4LSLflp_MOp_RFO_female_processed,11,F,https://brainviewer.org:3010/HUA_U19_191121,0.5,3.5,2.5, AAV2/8-Cag-fDIO TVAeGFP
191204_JH_HK_Tle4LSLflp_SSp_CFO_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,SSp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,11,F,https://brainviewer.org:3010/HUA_U19_191204,,,,
191206_JH_HK0246_Tle4LSLflp_MOs_RFA_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,MOs,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/ff/f2/fff264382a0b61b4/191206_JH_HK0246_Tle4LSLflp_MOs_RFA_male_processed,11,M,https://brainviewer.org:3010/HUA_U19_191206,,,,
191209_JH_KM_FoxP2-ires-cre_CFA_male2_processed,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/81/bc/81bcaddee6e8ac06/191209_JH_KM_FoxP2-ires-cre_CFA_male2_processed/,11,M,https://brainviewer.org:3010/HUA_U19_191209,0,1.2,1.5, AAV8-CAG-FLEX-GFP
191216_JH_HK0247_Tle4LSLflp_MOp_CFA_male_,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,11,M,https://brainviewer.org:3010/HUA_U19_191216,0.5,1.6,1.5, AAV2/8-Cag-fDIO TVAeGFP
191218_JH_HK0248_Fezf2LSLflp_ACAv_cingulate_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,10,M,https://brainviewer.org:3010/HUA_U19_191218,,,,
200103_JH_HK0249_FezF2LSLflp_RSPv_retrosplenial_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,RSPv,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/a4/9b/a49b470d97307c92/,10,M,https://brainviewer.org:3010/HUA_U19_200103,-2.6,0.6,1.5, AAV2/8-Cag-fDIO TVAeGFP
200107_JH_HK0250_PlexinD1LSLflp_ACAv_cingulate_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,ACAv,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/84/0c/840c424099bdc399/,12,F,https://brainviewer.org:3010/HUA_U19_200107,0,0.6,1.75, AAV2/8-Cag-fDIO TVAeGFP
200109_JH_HK0251_FezF2LSLflp_PL_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,SSp-bfd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,10,M,https://brainviewer.org:3010/HUA_U19_200109,-1.4,3.5,1.5, AAV2/8-Cag-fDIO TVAeGFP
200110_JH_HK0252_FezF2LSLflp_VISa_parietal_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,11,M,https://brainviewer.org:3010/HUA_U19_200110,,,,
200113_JH_HK0253_FezF2LSLflp_VISa_parietal_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,11,M,https://brainviewer.org:3010/HUA_U19_200113,,,,
200114_JH_HK0254_FezF2LSLflp_SSp_S1whisker_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,SSp-bfd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,12,F,https://brainviewer.org:3010/HUA_U19_200114,-1.6,3.5,1, AAV2/8-Cag-fDIO TVAeGFP
200122_JH_HK0264_FezF2LSLflp_VISa_parietal_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,8,F,https://brainviewer.org:3010/HUA_U19_200122,,,,
200128_JH_HK0257_Tle4LSLflp_RSPv_retrosplenial_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,8,M,https://brainviewer.org:3010/HUA_U19_200128,,,,
200130_JH_HK0258_Tle4LSLflp_ACAv_cingulate_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,7,M,https://brainviewer.org:3010/HUA_U19_200130,,,,
200131_JH_HK0259_Tle4LSLflp_MOp_M1whisker_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,7,M,https://brainviewer.org:3010/HUA_U19_200131,,,,
200205_JH_HK0260_FoxP2_ACA_cingulate_male,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,9,M,https://brainviewer.org:3010/HUA_U19_200205,,,,
200206_JH_HK0261_FoxP2_VLO_ORBl_male,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,9,M,https://brainviewer.org:3010/HUA_U19_200206,,,,
200211_JH_HK0262_FoxP2_PL_female,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,10,F,https://brainviewer.org:3010/HUA_U19_200211,,,,
200220_JH_HK0268_PlexinD1LSLflp_MOs_RFA_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,9,F,https://brainviewer.org:3010/HUA_U19_200220,,,,
200221_JH_HK0269_PlexinD1LSLflp_MOp_CFA_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,9,F,https://brainviewer.org:3010/HUA_U19_200221,,,,
200227_JH_HK0270_FezF2LSLflp_AUDp_A1_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,10,F,https://brainviewer.org:3010/HUA_U19_200227,,,,
200228_JH_HK0271_FezF2LSLflp_TEa_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,11,F,https://brainviewer.org:3010/HUA_U19_200228,,,,
200302_JH_HK0272_PlexinD1LSLflp_SSp_S1whisker_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,SSp-bfd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,10,F,https://brainviewer.org:3010/HUA_U19_200302,-1.7,3.5,1, AAV2/8-Cag-fDIO TVAeGFP
200304_JH_HK0274_PlexinD1LSLflp_MOp_M1hindlimb_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,10,F,https://brainviewer.org:3010/HUA_U19_200304,,,,
200306_JH_HK0275_PlexinD1LSLflp_VISp_V1_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,10,F,https://brainviewer.org:3010/HUA_U19_200306,,,,
200309_JH_HK0276_PlexinD1LSLflp_VISa_parietal_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,11,M,https://brainviewer.org:3010/HUA_U19_200309,,,,
200312_JH_HK0278_PlexinD1LSLflp_SSp_S1_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,13,M,https://brainviewer.org:3010/HUA_U19_200312,,,,
200313_JH_HK0279_PlexinD1LSLflp_MOp_jaw_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,13,M,https://brainviewer.org:3010/HUA_U19_200313,,,,
200316_JH_HK0280_PlexinD1LSLflp_ILA_IL_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,14,F,https://brainviewer.org:3010/HUA_U19_200316,,,,
200626_JH_HK0282_PlexinD1LSLflp_VISpor_postrhinal_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,14,M,https://brainviewer.org:3010/HUA_U19_200626,,,,
200630_JH_HK0284_PlexinD1LSLflp_PERI_perirhinal_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,14,M,https://brainviewer.org:3010/HUA_U19_200630,,,,
200706_JH_KM_Tbr1creER-AiFlpO_LSL-Tbr1_S1_female,mouse,NCBI:txid10090,Tbr1CreER;lslFlp,Projection,STPT,Ssp-bfd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,F,https://brainviewer.org:3010/HUA_U19_200706,-1.6,3.4,1, AAV2/8-Cag-fDIO TVAeGFP
200709_JH_KM_TcergLSLflp_TMXp31_male61,mouse,NCBI:txid10090,Tcerg1l-CreER;lslFlp,Projection,STPT,Ssp-bfd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,8,M,https://brainviewer.org:3010/HUA_U19_200709,-1.6,3.5,1, AAV2/8-Cag-fDIO TVAeGFP
200710_JH_HK0285_PlexinD1LSLflp_PERI_perirhinal_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,Perirhinal cortex,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,14,M,https://brainviewer.org:3010/HUA_U19_200710,,,,
200715_JH_HK0318_PlexinD1LSLflp_TEa_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,TEa,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,13,F,https://brainviewer.org:3010/HUA_U19_200715,,,,
201002_JH_HK0286_FezF2LSLflp_ILA_IL_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,ILA,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,15,M,https://brainviewer.org:3010/HUA_U19_201002,,,,
201005_JH_HK0287_Fezf2LSLflp_A1_AUDp_male_,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,A1,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,15,M,https://brainviewer.org:3010/HUA_U19_201005,,,,
201007_JH_HK0289_Tle4LSLflp_SUB_hippocampus_male_,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,Hippocampus,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,12,M,https://brainviewer.org:3010/HUA_U19_201007,,,,
201008_JH_HK0290_FoxP2cre_VISp_V1_female,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,V1,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,13,F,https://brainviewer.org:3010/HUA_U19_201008,,,,
201013_JH_HK0291_FoxP2cre_AUDp_A1_female,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,A1,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,13,F,https://brainviewer.org:3010/HUA_U19_201013,,,,
201014_JH_HK0292_PlexinD1LSLflp_MOp_FRH_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,FRH,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,10,F,https://brainviewer.org:3010/HUA_U19_201014,,,,
201016_JH_HK0294_PlexinD1LSLflp_SSp_S1_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,S1,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,11,F,https://brainviewer.org:3010/HUA_U19_201016,,,,
201020_JH_KM_Cux1CreERxAiFlp_male,mouse,NCBI:txid10090,,Projection,STPT,Ssp-bfd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,M,https://brainviewer.org:3010/HUA_U19_201020,-1.6,3.4,1, AAV2/8-Cag-fDIO TVAeGFP
201022_JH_HK0295_PlexinD1LSLflp_MOp_jaw_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,Jaw,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,11,F,https://brainviewer.org:3010/HUA_U19_201022,,,,
201023_JH_KM_Cux1CreERxAiFlp_male,mouse,NCBI:txid10090,,Projection,STPT,Ssp-bfd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,M,https://brainviewer.org:3010/HUA_U19_201023,-1.6,3.4,1, AAV2/8-Cag-fDIO TVAeGFP
201026_JH_KM_Cux1CreERxAiFlp_female,mouse,NCBI:txid10090,,Projection,STPT,Ssp-bfd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,F,https://brainviewer.org:3010/HUA_U19_201026,-1.7,3.4,1, AAV2/8-Cag-fDIO TVAeGFP
201027_JH_KM_Cux1CreERxAiFlp_female,mouse,NCBI:txid10090,,Projection,STPT,Ssp-bfd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,F,https://brainviewer.org:3010/HUA_U19_201027,-1.6,3.4,1, AAV2/8-Cag-fDIO TVAeGFP
201028_JH_HK0296_PlexinD1LSLflp_MOs_M2_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,M2,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,11,F,https://brainviewer.org:3010/HUA_U19_201028,,,,
201029_JH_HK0297_FoxP2cre_SSs_S2_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,SSs,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,11,M,https://brainviewer.org:3010/HUA_U19_201029,,,,
201102_JH_HK0298_FoxP2cre_MOs_M2_male,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,M2 (ALM),CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,8,M,https://brainviewer.org:3010/HUA_U19_201102,,,,
201104_JH_HK0300_Tle4creLSLflp_SSp_S1whisker_female_,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,S1 (whisker),CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,14,F,https://brainviewer.org:3010/HUA_U19_201104,,,,
201109_JH_HK0302_FezF2LSLflp_SUB_hippocampus_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,Hippocampus,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,7,F,https://brainviewer.org:3010/HUA_U19_201109,,,,
201110_JH_KM_Tbr1creERLSLflp_tvaEGFP_SSp_TMp7_femaleshort,mouse,NCBI:txid10090,,Projection,STPT,Ssp-bfd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,F,https://brainviewer.org:3010/HUA_U19_201110,-1.7,3.4,1, AAV2/8-Cag-fDIO TVAeGFP
210112_JH_HK0303_FezF2creERLSLflp_SSp_S1_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,7,F,https://brainviewer.org:3010/HUA_U19_210112,,,,
210119_JH_KM_Tbr1creerLSLflp_tvaEGFP_SSP_TMp7,mouse,NCBI:txid10090,,Projection,STPT,SSp-bfd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,M,https://brainviewer.org:3010/HUA_U19_210119,-1.6,3.4,1, AAV2/8-Cag-fDIO TVAeGFP
210127_JH_HK304_Tle4creLSLflp_AId_insula_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,Insula,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,8,F,https://brainviewer.org:3010/HUA_U19_210127,,,,
210129_JH_HK0306_PlexinD1creLSLflp_ACAv_cingulate_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,Cingulate,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,8,M,https://brainviewer.org:3010/HUA_U19_210129,,,,
210202_JH_HK0307_PlexinD1creLSLflp_AUDp_A1_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,A1,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,8,M,https://brainviewer.org:3010/HUA_U19_210202,,,,
210203_JH_GK01_Tbr2cre_PlexinD1Flp_tvaEGFP_MOp_E17,mouse,NCBI:txid10090,Tbr2CreER ; PlexinD1Flp ; dtTA,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,F,https://brainviewer.org:3010/HUA_U19_210203,0,2.4,0.3, AAV2/8-Cag-fDIO TVAeGFP
210204_JH_HK0308_PlexinD1LSLflp_VLSl_V2L_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,V2L,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,8,M,https://brainviewer.org:3010/HUA_U19_210204,,,,
210211_JH_GK03_Tbr2cre_PlexinD1Flp_tvaEGFP_MOp_E17,mouse,NCBI:txid10090,Tbr2CreER ; PlexinD1Flp ; dtTA,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,F,https://brainviewer.org:3010/HUA_U19_210211,0,2.4,0.3, AAV2/8-Cag-fDIO TVAeGFP
210216_JH_GK11_Tbr2cre_PlexinD1Flp_tvaEGFP_MOp_E13,mouse,NCBI:txid10090,Tbr2CreER ; PlexinD1Flp ; dtTA,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,,https://brainviewer.org:3010/HUA_U19_210216,0.3,2.4,0.3, AAV2/8-Cag-fDIO TVAeGFP
210222_JH_GK12_Tbr2cre_PlexinD1Flp_tvaEGFP_MOp_E13,mouse,NCBI:txid10090,Tbr2CreER ; PlexinD1Flp ; dtTA,Projection,STPT,MOs,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,,https://brainviewer.org:3010/HUA_U19_210222,0.3,1.4,0.3, AAV2/8-Cag-fDIO TVAeGFP
210301_JH_GK05_Tbr2Cre_PlexinD1Flp_tvaEGFP_MOp_E17,mouse,NCBI:txid10090,Tbr2CreER ; PlexinD1Flp ; dtTA,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,M,https://brainviewer.org:3010/HUA_U19_210301,0,2.4,0.3, AAV2/8-Cag-fDIO TVAeGFP
210302_JH_GK13_Tbr2Cre_PlexinD1Flp_dtTA_tvaEGFP_MOp_E13,mouse,NCBI:txid10090,Tbr2CreER ; PlexinD1Flp ; dtTA,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,,https://brainviewer.org:3010/HUA_U19_210302,0.1,2.4,0.3, AAV2/8-Cag-fDIO TVAeGFP
