Case ID,Species,NCBI Taxonomy,GenoType,Modality,Technique,Anatomical Region,Organization,Investigator,Grant Number,Project,Imaging Database,Imaging Datalink,Age,Sex,Viewer Link,AP,ML,DV,Injection Type
181030_JH_HK0056_PlexinD1LSLflp_MOp_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,14,M,https://brainviewer.org:3010/HUA_U19_181030,1.1,1.75,1.3, AAV2/8-Cag-fDIO TVAeGFP
181031_JH_HK0057_PlexinD1LSLflp_MOpM1_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,14,M,https://brainviewer.org:3010/HUA_U19_181031,0.8,1.75,1.3, AAV2/8-Cag-fDIO TVAeGFP
181101_JH_HK0058_PlexinD1LSLflp_MOpFRH_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,12,M,https://brainviewer.org:3010/HUA_U19_181101,0.3,1.5,1.3, AAV2/8-Cag-fDIO TVAeGFP
181105_JH_WG0004_Tle4LSLflp_HWD1_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/7c/22/7c226f01560e4307/181105_JH_WG0004_Tle4LSLflp_HWD1_female_processed/,,F,https://brainviewer.org:3010/HUA_U19_181105,1.8,1.8,1.3, AAV2/8-Cag-fDIO TVAeGFP
181106_JH_WG0005_Tle4LSLflp_HWD1_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/d0/01/d001931709222fd1/181106_JH_WG0005_Tle4LSLflp_HWD1_female_processed/,,F,https://brainviewer.org:3010/HUA_U19_181106,1.1,1.7,1.3, AAV2/8-Cag-fDIO TVAeGFP
181107_JH_WG0002_Fezf2LSLflp_HWD1_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/e3/c0/e3c0a5f1746e8c9a/181107_JH_WG0002_Fezf2LSLflp_HWD1_male_processed/,,M,https://brainviewer.org:3010/HUA_U19_181107,1.1,1.8,1.3, AAV2/8-Cag-fDIO TVAeGFP
181112_JH_HK0060_PlexinD1LSLflp_MOs_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,MOs,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/10/3f/103f2c836786416b/181112_JH_HK0060_PlexinD1LSLflp_MOs_male_processed,12,M,https://brainviewer.org:3010/HUA_U19_181112,0.5,0.8,1.1, AAV2/8-Cag-fDIO TVAeGFP
181114_JH_HK0062_Tle4LSLflp_MOp_LMC_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/25/e8/25e8b44f707a2036/181114_JH_HK0062_Tle4LSLflp_MOp_LMC_male_processed,14,M,https://brainviewer.org:3010/HUA_U19_181114,0.4,1.5,1.1, AAV2/8-Cag-fDIO TVAeGFP
181115_JH_HK0063_Tle4LSLflp_MOp_FRH_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/58/e0/58e02dd4212bf381/181115_JH_HK0063_Tle4LSLflp_MOp_FRH_male_processed,14,M,https://brainviewer.org:3010/HUA_U19_181115,0.3,1.1,1.3, AAV2/8-Cag-fDIO TVAeGFP
181127_JH_HK0019_Tle4LSLflp_PL_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,ILA,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/5a/20/5a205eea8f2d57cc/181127_JH_HK0019_Tle4LSLflp_PL_male_processed,13,M,https://brainviewer.org:3010/HUA_U19_181127,2.2,0.5,2.5, AAV2/8-Cag-fDIO TVAeGFP
181210_JH_HK0070_Tle4LSLflp_MOp_CFA_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,14,F,https://brainviewer.org:3010/HUA_U19_181210,,,,
181211_JH_HK0071_Tle4LSLflp_MOp_LMC_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,14,F,https://brainviewer.org:3010/HUA_U19_181211,,,,
181217_JH_HK0072_PlexinD1LSLflp_ORBvl_VO__male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,ORBvl,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/7d/44/7d44575c07290d58/181217_JH_HK0072_PlexinD1LSLflp_ORBvl_VO_male_processed,5,M,https://brainviewer.org:3010/HUA_U19_181217,1.8,1,3.5, AAV2/8-Cag-fDIO TVAeGFP
181220_JH_HK0076_PlexinD1LSLflp_SSp_S1_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/13/32/1332f1e54902f1d6/181220_JH_HK0076_PlexinD1LSLflp_SSp_S1_female_processed/,5,F,https://brainviewer.org:3010/HUA_U19_181220,0.3,1,1, AAV2/8-Cag-fDIO TVAeGFP
190102_JH_HK0077_PlexinD1LSLflp_ACAv_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,ACAd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/ec/3d/ec3d1558fe82cb6a/190102_JH_HK0077_PlexinD1LSLflp_ACAv_female_processed/,5,F,https://brainviewer.org:3010/HUA_U19_190102,0,0.4,1.5, AAV2/8-Cag-fDIO TVAeGFP
190103_JH_HK0078_Tle4LSLflp_VISp_V1_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,VISp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/6f/e6/6fe6ed54d08f5227/190103_JH_HK0078_Tle4LSLflp_VISp_V1_female_processed/,5,F,https://brainviewer.org:3010/HUA_U19_190103,-2.72,3,0.8, AAV2/8-Cag-fDIO TVAeGFP
190107_JH_HK0079_Tle4LSLflp_PL_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,ILA,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/2d/4d/2d4d6bba31dae800/190107_JH_HK0079_Tle4LSLflp_PL_male_processed/,5,M,https://brainviewer.org:3010/HUA_U19_190107,1.2,0.4,3.5, AAV2/8-Cag-fDIO TVAeGFP
190108_JH_HK0080_Fezf2LSLflp_SSp_S1_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,SSp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/c0/da/c0da3bd59935cb26/190108_JH_HK0080_Fezf2LSLflp_SSp_S1_female_processed/,5,F,https://brainviewer.org:3010/HUA_U19_190108,-0.3,3,0.8, AAV2/8-Cag-fDIO TVAeGFP
190109_JH_HK0081_Fezf2LSLflp_VISa_parietalcortex_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,PTLp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/a0/09/a009a5dabe027988/190109_JH_HK0081_Fezf2LSLflp_VISa_parietalcortex_female_processed/,5,F,https://brainviewer.org:3010/HUA_U19_190109,-2.25,2,0.7, AAV2/8-Cag-fDIO TVAeGFP
190110_JH_HK0082_PlexinD1LSLflp_MOs_RFA_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/1c/7b/1c7b9fb3f2bfed55/190110_JH_HK0082_PlexinLSLflp_MOs_RFA_male_processed/,6,M,https://brainviewer.org:3010/HUA_U19_190110,1,2,0.7, AAV2/8-Cag-fDIO TVAeGFP
190117_JH_HK0083_PlexinD1LSLflp_ORBl_LO_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,PIR,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/08/40/08407976f55bb1f0/190117_JH_HK0083_PlexinD1LSLflp_ORBl_LO_male_processed/,6,M,https://brainviewer.org:3010/HUA_U19_190117,1,3.75,5, AAV2/8-Cag-fDIO TVAeGFP
190118_JH_HK0084_Tle4LSLflp_AUDp_A1_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,AUDp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/e1/74/e174f5232b856887/190118_JH_HK0084_Tle4LSLflp_AUDp_A1_male_processed/,6,M,https://brainviewer.org:3010/HUA_U19_190118,-2.3,4.5,2.25, AAV2/8-Cag-fDIO TVAeGFP
190122_JH_HK0085_Tle4LSLflp_TEa_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,ENTl,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/e3/62/e362f42457c885a0/190122_JH_HK0085_Tle4LSLflp_TEa_male_processed/,6,M,https://brainviewer.org:3010/HUA_U19_190122,-2.2,4.5,4.5, AAV2/8-Cag-fDIO TVAeGFP
190123_JH_HK0086_PlexinD1LSLflp_SSs_S2_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,ECT,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/46/58/4658f51c330d9683/190123_JH_HK0086_PlexinD1LSLflp_SSs_S2_male_processed/,7,M,https://brainviewer.org:3010/HUA_U19_190123,-1.7,4.5,4, AAV2/8-Cag-fDIO TVAeGFP
190128_JH_HK0089_PlexinD1LSLflp_TEa_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,PIR,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/00/9c/009c1e6fcc03ebac/mouseID_19010305-190128/,8,F,https://brainviewer.org:3010/HUA_U19_190128,-2.2,4.5,5, AAV2/8-Cag-fDIO TVAeGFP
190129_JH_HK0090_PlexinD1LSLflp_CA1_hippocampus_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,CA1,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/00/9c/009c1e6fcc03ebac/mouseID_19010308-190129/,8,F,https://brainviewer.org:3010/HUA_U19_190129,-2.2,1.5,1.5, AAV2/8-Cag-fDIO TVAeGFP
190204_JH_HK0092_Tle4LSLflp_TEa_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,ENTl,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/e0/6f/e06f7c1d5b44e97c/190204_JH_HK0092_Tle4LSLflp_TEa_female_processed/,7,F,https://brainviewer.org:3010/HUA_U19_190204,-2.2,4.5,4.5, AAV2/8-Cag-fDIO TVAeGFP
190206_JH_HK0095_Foxp2_SSp_S1_male,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,SSp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/1d/b6/1db6d0bafef5ae6e/190206_JH_HK0095_Foxp2_SSp_S1_male_processed/,9,M,https://brainviewer.org:3010/HUA_U19_190206,-0.2,2.25,1.5, AAV-CAG-DIO-ChR2-EYFP
190207_JH_HK0099_Tle4LSLflp_MOp_CFA_,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/64/09/6409aba263dd4691/190207_JH_HK0099_Tle4LSLflp_MOp_CFA_processed/,9,F,https://brainviewer.org:3010/HUA_U19_190207,0.3,1.5,1.5, AAV2/8-Cag-fDIO TVAeGFP
190212_JH_HK0100_Tle4LSLflp_SSp_CFO_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,SSp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/80/5f/805f9cd762246ec9/190312_JH_HK0116_Tle4LSLflp_ORBm_MO_male_processed/,9,F,https://brainviewer.org:3010/HUA_U19_190212,0.3,3.5,1.5, AAV2/8-Cag-fDIO TVAeGFP
190213_JH_HK0101_Fezf2LSLflp_ORBvl_VO_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,ORBvl,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/49/33/493378786ca713dc/190213_JH_HK0101_Fezf2LSLflp_ORBvl_VO_male_processed/,10,M,https://brainviewer.org:3010/HUA_U19_190213,1.6,2,3.5, AAV2/8-Cag-fDIO TVAeGFP
190214_JH_HK0102_Fezf2LSLflp_PL_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,ILA,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/3e/f9/3ef91d25d6a25c64/190214_JH_HK0102_Fezf2LSLflp_PL_male_processed/,10,M,https://brainviewer.org:3010/HUA_U19_190214,1.75,0.5,2.5, AAV2/8-Cag-fDIO TVAeGFP
190215_JH_HK0103_Fezf2LSLflp_SSs_S2_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,SSs,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/4f/10/4f10a2aadca4a8fd/190215_JH_HK0103_Fezf2LSLflp_SSs_S2_male_processed/,10,M,https://brainviewer.org:3010/HUA_U19_190215,-0.65,4.25,3, AAV2/8-Cag-fDIO TVAeGFP
190219_JH_HK0104_Fezf2LSLflp_TEa_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,TEa,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/a6/c9/a6c9620d1082f01c/190219_JH_HK0104_Fezf2LSLflp_TEa_male_processed/,10,M,https://brainviewer.org:3010/HUA_U19_190219,-3.5,4.5,3, AAV2/8-Cag-fDIO TVAeGFP
190220_JH_HK0107_FezfLSLflp_VISpm_V2M_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,VISam,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/47/bb/47bbe3754ed271e2/190220_JH_HK0107_Fezf2LSLflp_VISpm_V2M_female_processed/,11,F,https://brainviewer.org:3010/HUA_U19_190220,-2.9,2.25,0.5, AAV2/8-Cag-fDIO TVAeGFP
190225_JH_HK0109_FezF2LSLflp_AUDp_A1_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,AUDv,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/87/8c/878c234a77272f85/190225_JH_HK0109_Fezf2LSLflp_AUDp_A1_female_processed/,12,F,https://brainviewer.org:3010/HUA_U19_190225,-2.5,4.5,3, AAV2/8-Cag-fDIO TVAeGFP
190226_JH_HK0110_Fezf2LSLflp_TEa_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,TEa,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/66/84/668442ac77dfdb68/190226_JH_HK0110_Fezf2LSLflp_TEa_female_processed/,12,F,https://brainviewer.org:3010/HUA_U19_190226,-3.3,4.5,3.1, AAV2/8-Cag-fDIO TVAeGFP
190301_JH_HK0111_FezfLSLflp_ORBl_LO_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,ORBl,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/a6/7f/a67fa39adb4b7ef5/190301_JH_HK0111_Fezf2LSLflp_ORBl_LO_female_processed/,11,M,https://brainviewer.org:3010/HUA_U19_190301,1.9,2,3.7, AAV2/8-Cag-fDIO TVAeGFP
190304_JH_HK0112_Tle4LSLflp_SSs_S2_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,AUDp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/5f/c8/5fc8fad41cb33d37/190304_JH_HK0112_Tle4LSLflp_SSs_S2_female_processed/,10,F,https://brainviewer.org:3010/HUA_U19_190304,-0.65,4.5,3, AAV2/8-Cag-fDIO TVAeGFP
190306_JH_HK0113_Tle4LSLflp_VISp_V1_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,VISp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/e5/e8/e5e8dfa29e9b1324/190306_JH_HK0113_Tle4LSLflp_VISp_V1_female_processed/,9,F,https://brainviewer.org:3010/HUA_U19_190306,-1.65,4.2,2.75, AAV2/8-Cag-fDIO TVAeGFP
190308_JH_HK0114_FoxP2_VISa_parietal_female,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,8,F,https://brainviewer.org:3010/HUA_U19_190308,,,,
190311_JH_HK0115_Tle4LSLflp_RSPd_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,RSPd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/af/c2/afc2952d5767cc69/190311_JH_HK0115_Tle4LSLflp_RSPd_male_processed/,10,M,https://brainviewer.org:3010/HUA_U19_190311,-3.25,0.7,15, AAV2/8-Cag-fDIO TVAeGFP
190312_JH_HK0116_Tle4LSLflp_ORBm_MO_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,10,M,https://brainviewer.org:3010/HUA_U19_190312,,,,
190313_JH_HK0117_Tle4LSLflp_SSp_CFO_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,SSp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/c7/26/c726807bc2e90988/190313_JH_HK0117_Tle4LSLflp_SSp_CFO_male_processed/,10,M,https://brainviewer.org:3010/HUA_U19_190313,0.5,3,2.1, AAV2/8-Cag-fDIO TVAeGFP
190314_JH_HK0118_Tle4_LSLflp_MOp_RFO_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,AId,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/24/43/2443356fa257348b/190314_JH_HK0118_Tle4_LSLflp_MOp_RFO_male_processed/,10,M,https://brainviewer.org:3010/HUA_U19_190314,1.3,3,4.5, AAV2/8-Cag-fDIO TVAeGFP
190315_JH_HK0119_PlexinD1LSLflp_MOp_RFO_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,SSp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/ef/d6/efd6632cecde21fd/190315_JH_HK0119_PlexinD1LSLflp_MOp_RFO_female_processed/,11,F,https://brainviewer.org:3010/HUA_U19_190315,0.9,2.5,2, AAV2/8-Cag-fDIO TVAeGFP
190318_JH_HK0120_PlexinD1LSLflp_SSp_CFO_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,SSp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/7f/60/7f604bb59017b1ac/190318_JH_HK0120_PlexinD1LSLflp_SSp_CFO_female_processed/,11,F,https://brainviewer.org:3010/HUA_U19_190318,0.3,3.5,1.5, AAV2/8-Cag-fDIO TVAeGFP
190319_JH_HK0121_PlexinD1LSLflp_VISp_parietal_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,VISam,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/3e/f1/3ef11b322b4cfdca/190319_JH_HK0121_PlexinD1LSLflp_VISp_parietal_male_processed/,11,M,https://brainviewer.org:3010/HUA_U19_190319,-2.5,2,1, AAV2/8-Cag-fDIO TVAeGFP
190320_JH_HK0122_PlexinD1LSLflp_AUD_A1_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,AUDv,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/9d/c7/9dc7eb075dc9e3a1/190320_JH_HK0122_PlexinD1LSLflp_AUD_A1_male_processed/,11,M,https://brainviewer.org:3010/HUA_U19_190320,-2.25,4.5,2.5, AAV2/8-Cag-fDIO TVAeGFP
190321_JH_HK0125_PlexinD1LSLflp_VISpm_V2M_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,VISam,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/c8/32/c83248e486e72747/190321_JH_HK0125_PlexinD1LSLflp_VISpm_V2M_male_processed/,12,M,https://brainviewer.org:3010/HUA_U19_190321,-3.25,1.55,0.5, AAV2/8-Cag-fDIO TVAeGFP
190322_JH_HK0126_PlexinD1LSLflp_PL_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,PL,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f4/e0/f4e057926b00ce20/190322_JH_HK0126_PlexinD1LSLflp_PL_male_processed/,12,M,https://brainviewer.org:3010/HUA_U19_190322,1.5,0.5,2, AAV2/8-Cag-fDIO TVAeGFP
190325_JH_HK0127_FoxP2MOp_RFO_male,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/84/d8/84d8d1c751dff4f3/190325_JH_HK0127_FoxP2_MOp_RFO_male_processed/,12,M,https://brainviewer.org:3010/HUA_U19_190325,1.7,2.5,2, AAV-CAG-DIO-ChR2-EYFP
190326_JH_HK0128_FoxP2_SSp_CFO_male,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,SSp-bfd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/3e/bf/3ebff165aabbae9c/190326_JH_HK0128_FoxP2_SSp_CFO_male_processed/,12,M,https://brainviewer.org:3010/HUA_U19_190326,0.3,3.5,1.5, AAV-CAG-DIO-ChR2-EYFP
190329_JH_HK0129_PlexinD1LSLflp_MOs_RG_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,SSp-bfd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f6/30/f6307b2d106bdd50/190329_JH_HK0129_PlexinD1LSLflp_MOs_RG_male_processed/,12,M,https://brainviewer.org:3010/HUA_U19_190329,0,4,2, AAV2/8-Cag-fDIO TVAeGFP
190422_JH_HK0131_PlexinD1LSLflp_SSp_S1forelimb_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,SSp-ul,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/4e/00/4e00da80823aac31/190422_JH_HK0131_PlexinD1LSLflp_SSp_S1forelimb_male_processed/,14,M,https://brainviewer.org:3010/HUA_U19_190422,0,2.5,2, AAV2/8-Cag-fDIO TVAeGFP
190424_JH_HK0132_PlexinD1LSLlfp_SSp_S1hindlimb_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,SSp-ll,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/51/77/517748e5e4528e9e/190424_JH_HK0132_PlexinD1LSLflp_SSp_S1hindlimb_male_processed/,14,M,https://brainviewer.org:3010/HUA_U19_190424,-1,1.75,1, AAV2/8-Cag-fDIO TVAeGFP
190425_JH_HK0133_PlexinD1LSLflp_PL_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,PL,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f7/25/f7251d01bb0e5094/190425_JH_HK0133_PlexinD1LSLflp_PL_female_processed/,15,F,https://brainviewer.org:3010/HUA_U19_190425,1.5,0.5,2.25, AAV2/8-Cag-fDIO TVAeGFP
190426_JH_HK0134_PlexinD1LSLflp_MOs_RFA_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,MOs,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/08/a1/08a1310bf23f9af4/190426_JH_HK0134_Tle4LSLflp_MOs_RFA_female_processed,13,F,https://brainviewer.org:3010/HUA_U19_190426,1.8,1.25,1.25, AAV2/8-Cag-fDIO TVAeGFP
