General Modality,Dataset Type,Technique,Virus Spread (if applicable),Imaging Modality,Atlas Aligned,Species,Genotype,Brain Regions,Number of SWC files,URL,BIL directory,BIL UUID,Metadata version,Project,Contributor Name,Affiliation,Grant number,NCBI taxonomy,Sample local ID,Title,Abstract
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); VT019023_AD (attP40)/+; VT050279_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/dPoOr_Fly_2,/bil/data/d9/ab/d9abf39817ff8d78/dPoOr_Fly_2,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C1_20220127_VT050279_DBD_VT019023_AD_MCFO_L_20x_brain_2,dPoOr_Fly_2: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); VT019023_AD (attP40)/+; VT050279_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/dPoOr_Fly_3,/bil/data/d9/ab/d9abf39817ff8d78/dPoOr_Fly_3,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C1_20220127_VT050279_DBD_VT019023_AD_MCFO_L_20x_brain_5,dPoOr_Fly_3: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); VT019023_AD (attP40)/+; VT050279_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/InOc_Fly_1,/bil/data/d9/ab/d9abf39817ff8d78/InOc_Fly_1,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C3_20220127_VT050279_DBD_VT019023_AD_MCFO_L_20x_brain_1,InOc_Fly_1: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown).,"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); VT019023_AD (attP40)/+; VT050279_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/InOc_Fly_2,/bil/data/d9/ab/d9abf39817ff8d78/InOc_Fly_2,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C1_20220127_VT050279_DBD_VT019023_AD_MCFO_L_20x_brain_4_rotated,InOc_Fly_2: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown).,"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); VT023783_AD (attP40)/+; R11D02_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/Taste_Fly_1,/bil/data/d9/ab/d9abf39817ff8d78/Taste_Fly_1,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C1_20201028_11D02_DBD_VT02378_AD_MCFO_1_to_2_days_20x_brain_2,Taste_Fly_1: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); VT023783_AD (attP40)/+; R11D02_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/Taste_Fly_10,/bil/data/d9/ab/d9abf39817ff8d78/Taste_Fly_10,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C1_20201028_11D02_DBD_VT02378_AD_MCFO_1_to_2_days_20x_brain_3,Taste_Fly_10: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); VT023783_AD (attP40)/+; R11D02_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/Taste_Fly_2,/bil/data/d9/ab/d9abf39817ff8d78/Taste_Fly_2,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C3_20210130_11D02_DBD_VT023783_AD_MCFO_unknown_days_20x_brain_6,Taste_Fly_2: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); VT023783_AD (attP40)/+; R11D02_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/Taste_Fly_3,/bil/data/d9/ab/d9abf39817ff8d78/Taste_Fly_3,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C1_20210130_11D02_DBD_VT023783_AD_MCFO_unknown_days_20x_brain_4,Taste_Fly_3: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); VT023783_AD (attP40)/+; R11D02_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/Taste_Fly_4,/bil/data/d9/ab/d9abf39817ff8d78/Taste_Fly_4,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C1_20210130_11D02_DBD_VT023783_AD_MCFO_unknown_days_20x_brain_3,Taste_Fly_4: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); VT023783_AD (attP40)/+; R11D02_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/Taste_Fly_5,/bil/data/d9/ab/d9abf39817ff8d78/Taste_Fly_5,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C1_20201028_11D02_DBD_VT02378_AD_MCFO_1_to_2_days_20x_brain_1,Taste_Fly_5: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); VT023783_AD (attP40)/+; R11D02_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/Taste_Fly_6,/bil/data/d9/ab/d9abf39817ff8d78/Taste_Fly_6,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C3_20210130_11D02_DBD_VT023783_AD_MCFO_unknown_days_20x_brain_5,Taste_Fly_6: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); VT023783_AD (attP40)/+; R11D02_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/Taste_Fly_7,/bil/data/d9/ab/d9abf39817ff8d78/Taste_Fly_7,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C3_20210130_11D02_DBD_VT023783_AD_MCFO_unknown_days_20x_brain_1,Taste_Fly_7: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); VT023783_AD (attP40)/+; R11D02_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/Taste_Fly_8,/bil/data/d9/ab/d9abf39817ff8d78/Taste_Fly_8,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C3_20201028_11D02_DBD_VT02378_AD_MCFO_1_to_2_days_20x_brain_1,Taste_Fly_8: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); VT023783_AD (attP40)/+; R11D02_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/Taste_Fly_9,/bil/data/d9/ab/d9abf39817ff8d78/Taste_Fly_9,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C1_20210130_11D02_DBD_VT023783_AD_MCFO_unknown_days_20x_brain_2,Taste_Fly_9: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); R28D07_AD (attP40)/+; VT050279_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/vOcci_Fly_1,/bil/data/d9/ab/d9abf39817ff8d78/vOcci_Fly_1,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C1_20201211_VT050279_DBD_28D07_AD_MCFO_8_days_brain_1,vOcci_Fly_1: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); R28D07_AD (attP40)/+; VT050279_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/vOcci_Fly_2,/bil/data/d9/ab/d9abf39817ff8d78/vOcci_Fly_2,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C1_20201124_VT050279_DBD_28D07_AD_MCFO_6_days_20x_brain_1,vOcci_Fly_2: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); R28D07_AD (attP40)/+; VT050279_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/vOcci_Fly_3,/bil/data/d9/ab/d9abf39817ff8d78/vOcci_Fly_3,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C1_20220305_VT050279_DBD_28D07_AD_MCFO_L_20x_brain_22_rotated,vOcci_Fly_3: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
other,,other,,,,fruit fly,"w, R57C10-FLPG5.PEST (su(Hw)attP8); R28D07_AD (attP40)/+; VT050279_DBD (attP2)/10xUAS(FRT.stop)myr::smGdP-HA (VK00005), 10xUAS(FRT.stop)myr::smGdP-V5-THS-10xUAS(FRT.stop)myr::smGdP-FLAG (su(Hw)attP1)",Subesophageal zone (SEZ),,https://download.brainimagelibrary.org/d9/ab/d9abf39817ff8d78/vOcci_Fly_4,/bil/data/d9/ab/d9abf39817ff8d78/vOcci_Fly_4,d9abf39817ff8d78,2,R01 Seeds,"Seeds, Andrew","University of Puerto Rico, Medical Sciences Campus",1-RF1-NS121911-01,NCBI:txid7227,C2_20220305_VT050279_DBD_28D07_AD_MCFO_L_20x_brain_25_rotated,vOcci_Fly_4: Whole brain confocal imaging of fly driver line dBMN-spGAL4 crossed with UAS-MCFO-3 responder for labeling individual neurons (single channel shown),"Confocal z-stacks (.tiff stacks) of single labeled mechanosensory neurons that innervate specific bristle populations on the Drosophila melanogaster head. The bristle mechanosensory neurons (BMNs) were stochastically labeled using driver lines that express in specific subsets of BMNs and the multicolor flipout reagent (Nern et al., 2015). The processed images of the BMNs are published in Figure 4 and Figure 4 â€“ figure supplements 6-8 of the manuscript â€œSomatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila (https://doi.org/10.1101/2023.02.11.528119)â€. The confocal stacks used to produce these images are organized based on the specific bristle labelled (e.g. InOc or Taste bristles) and the individual fly that was tested (e.g. Fly_1 and Fly_2)."
