General Modality,Dataset Type,Technique,Virus Spread (if applicable),Imaging Modality,Atlas Aligned,Species,Genotype,Brain Regions,Number of SWC files,URL,BIL directory,BIL UUID,Metadata version,Project,Contributor Name,Affiliation,Grant number,NCBI taxonomy,Sample local ID,Title,Abstract
cell morphology,,fMOST,,fMOST,,mouse,C57BL/6J,MOp,,https://download.brainimagelibrary.org/69/19/6919a5da8261ea78/mouseID_18101517-182280/,/bil/data/69/19/6919a5da8261ea78/mouseID_18101517-182280/,6919a5da8261ea78,1,U19 Huang,Qingming Luo,Huazhong University of Science and Technology,1-U19-MH114821-01,NCBI:txid10090,182280,182280,fMost 182280
cell morphology,,fMOST,,fMOST,,mouse,C57BL/6J,MOp,,https://download.brainimagelibrary.org/8a/f0/8af04b5469e576a7/mouseID_19112221-195401/,/bil/data/8a/f0/8af04b5469e576a7/mouseID_19112221-195401/,8af04b5469e576a7,1,U19 Huang,Qingming Luo,Huazhong University of Science and Technology,1-U19-MH114821-01,NCBI:txid10090,195401,195401,fMost 195401
cell morphology,,fMOST,,fMOST,,mouse,PlexinD1-creER,MOp,,https://download.brainimagelibrary.org/95/39/953951d23ff7dee2/mouseID_18082511-18973/,/bil/data/95/39/953951d23ff7dee2/mouseID_18082511-18973/,953951d23ff7dee2,1,U19 Huang,Qingming Luo,Huazhong University of Science and Technology,1-U19-MH114821-01,NCBI:txid10090,18973,18973,fMost 18973
cell morphology,,PATCH-Seq,,Patch-seq,,mouse,various,MOp,,https://download.brainimagelibrary.org/3a/88/3a88a7687ab66069/,/bil/data/3a/88/3a88a7687ab66069/,3a88a7687ab66069,1,U19 Zeng,Andreas Tolias,Baylor College of Medicine,1-U19-MH114830-01,NCBI:txid10090,3a88a7687ab66069,20200402 - Patch-Seq morphology data - M1,"Morphological reconstructions (.swc) of the Patch-Seq data traced for the pilot study in mouse M1. This data was used in the manuscript ""Phenotypic variation within and across transcriptomic cell types in mouse motor cortex"" of Scala et al. 2020."
spatial transcriptomics,,MERFISH,,Spatial Transcriptomics,,mouse,,MOp,,https://download.brainimagelibrary.org/02/26/02265ddb0dae51de/,/bil/data/02/26/02265ddb0dae51de/,02265ddb0dae51de,1,U19 Huang,Xiaowei Zhuang,Harvard University,"1-U19-MH114830-01, 1-U19-MH114821-01",NCBI:txid10090,zhuang_merfish_MOp,zhuang_merfish_M1,MERFISH data on mouse primary motor cortex
connectivity,,STPT,,STPT,,mouse,Strain_Name='C57BL6/Agouti/Swiss'; Pynline_Driver_InjectionSite='Fezf2lslFlpAnteriorMoPOrofacial',MOp,,https://download.brainimagelibrary.org/84/aa/84aa97d12a6c17ba/180525_WG_Fezf2lslFlpAnteriorMoPOrofacial_female_processed/,/bil/data/84/aa/84aa97d12a6c17ba/180525_WG_Fezf2lslFlpAnteriorMoPOrofacial_female_processed/,84aa97d12a6c17ba,1,U19 Huang,Z. Josh Huang,Cold Spring Harbor Laboratory,1-U19-MH114821-01,NCBI:txid10090,180525_WG_Fezf2lslFlpAnteriorMoPOrofacial_female_processed,84aa97d12a6c17ba,Collection 84aa97d12a6c17ba
connectivity,,STPT,,STPT,,mouse,Strain_Name='C57BL6/Agouti/Swiss'; Pynline_Driver_InjectionSite='Tle4lslFlpRPCFA',MOp,,https://download.brainimagelibrary.org/84/aa/84aa97d12a6c17ba/180605_WG_Tle4lslFlpRPCFA_female_processed/,/bil/data/84/aa/84aa97d12a6c17ba/180605_WG_Tle4lslFlpRPCFA_female_processed/,84aa97d12a6c17ba,1,U19 Huang,Z. Josh Huang,Cold Spring Harbor Laboratory,1-U19-MH114821-01,NCBI:txid10090,180605_WG_Tle4lslFlpRPCFA_female_processed,84aa97d12a6c17ba,Collection 84aa97d12a6c17ba
connectivity,,STPT,,STPT,,mouse,Strain_Name='C57BL6/Agouti/Swiss'; Pynline_Driver_InjectionSite='PlxnD1lslFlpCFA1',MOp,,https://download.brainimagelibrary.org/84/aa/84aa97d12a6c17ba/180722_WG_PlxnD1lslFlpCFA1female_processed/,/bil/data/84/aa/84aa97d12a6c17ba/180722_WG_PlxnD1lslFlpCFA1female_processed/,84aa97d12a6c17ba,1,U19 Huang,Z. Josh Huang,Cold Spring Harbor Laboratory,1-U19-MH114821-01,NCBI:txid10090,180722_WG_PlxnD1lslFlpCFA1_processed,84aa97d12a6c17ba,Collection 84aa97d12a6c17ba
anatomy,,MBF,,,,mouse,NA,MOp,,https://download.brainimagelibrary.org/20/7b/207b4b0639225d4e/,/bil/data/20/7b/207b4b0639225d4e/,207b4b0639225d4e,1,U19 Huang,Z. Josh Huang,Cold Spring Harbor Laboratory,1-U19-MH114821-01,NCBI:txid10090,191214_plexincreER_female_16bittifs,191214_plexincreER_female_16bittifs,Huang U19
anatomy,,MBF,,,,mouse,NA,MOp,,https://download.brainimagelibrary.org/49/af/49afef0d65f6c2f0/nfs/data/main/M28/jhuangU19/level_1/200106_plexinD1creER_2_16bit/,/bil/data/49/af/49afef0d65f6c2f0/nfs/data/main/M28/jhuangU19/level_1/200106_plexinD1creER_2_16bit/,49afef0d65f6c2f0,1,U19 Huang,Z. Josh Huang,Cold Spring Harbor Laboratory,1-U19-MH114821-01,NCBI:txid10090,200106_plexinD1creER_2_16bit,200106_plexinD1creER_2_16bit,Huang U19
anatomy,,MBF,,,,mouse,NA,MOp,,https://download.brainimagelibrary.org/5a/d0/5ad03ec0cbe145a4/,/bil/data/5a/d0/5ad03ec0cbe145a4/,5ad03ec0cbe145a4,1,U19 Huang,Z. Josh Huang,Cold Spring Harbor Laboratory,1-U19-MH114821-01,NCBI:txid10090,191223_tle4creER_male_16bittiffs,191223_tle4creER_male_16bittiffs,Huang U19
anatomy,,MBF,,,,mouse,NA,MOp,,https://download.brainimagelibrary.org/84/0c/840c424099bdc399/,/bil/data/84/0c/840c424099bdc399/,840c424099bdc399,1,U19 Huang,Z. Josh Huang,Cold Spring Harbor Laboratory,1-U19-MH114821-01,NCBI:txid10090,200107_tle4creER_2_16bittifs,200107_tle4creER_2_16bittifs,Huang U19
anatomy,,MBF,,,,mouse,NA,MOp,,https://download.brainimagelibrary.org/a4/9b/a49b470d97307c92/,/bil/data/a4/9b/a49b470d97307c92/,a49b470d97307c92,1,U19 Huang,Z. Josh Huang,Cold Spring Harbor Laboratory,1-U19-MH114821-01,NCBI:txid10090,200103_fezfcreER_male2_16bittifs,200103_fezfcreER_male2_16bittifs,Huang U19
anatomy,,MBF,,,,mouse,NA,MOp,,https://download.brainimagelibrary.org/eb/be/ebbe8d8fa28447e1/,/bil/data/eb/be/ebbe8d8fa28447e1/,ebbe8d8fa28447e1,1,U19 Huang,Z. Josh Huang,Cold Spring Harbor Laboratory,1-U19-MH114821-01,NCBI:txid10090,200106_foxp2cre_2_16bittifs,200106_foxp2cre_2_16bittifs,Huang U19
connectivity,Tracer Injected,transsynaptic,,STPT,,mouse,Tlx3-Cre_PL56,MOp Primary motor area,,https://download.brainimagelibrary.org/74/02/7402741313727c9b/tissuecyte_data/0500370607/,/bil/data/74/02/7402741313727c9b/tissuecyte_data/0500370607/,7402741313727c9b,1,U19 Zeng,"Zeng, Hongkui",Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,653196526,AI_transsynaptic_September_2018_a,53 trans-synaptic two-photon serial tomography Mouse coronal image data sets
connectivity,Tracer Injected,transsynaptic,,STPT,,mouse,Tlx3-Cre_PL56,MOp Primary motor area,,https://download.brainimagelibrary.org/74/02/7402741313727c9b/tissuecyte_data/0500371967/,/bil/data/74/02/7402741313727c9b/tissuecyte_data/0500371967/,7402741313727c9b,1,U19 Zeng,"Zeng, Hongkui",Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,671539473,AI_transsynaptic_September_2018_a,53 trans-synaptic two-photon serial tomography Mouse coronal image data sets
population imaging,Cell Density,STPT,,STPT,,mouse,NA,MOp ul,,https://download.brainimagelibrary.org/7c/22/7c226f01560e4307/181105_JH_WG0004_Tle4LSLflp_HWD1_female_processed/,/bil/data/7c/22/7c226f01560e4307/181105_JH_WG0004_Tle4LSLflp_HWD1_female_processed/,7c226f01560e4307,1,U19 Huang,Z. Josh Huang,Cold Spring Harbor Laboratory,1-U19-MH114821-01,NCBI:txid10090,181105_JH_WG0004_Tle4LSLflp_HWD1_female,181105_JH_WG0004_Tle4LSLflp_HWD1_female,Hunag U19
population imaging,Cell Density,STPT,,STPT,,mouse,NA,MOp ul,,https://download.brainimagelibrary.org/d0/01/d001931709222fd1/181106_JH_WG0005_Tle4LSLflp_HWD1_female_processed/,/bil/data/d0/01/d001931709222fd1/181106_JH_WG0005_Tle4LSLflp_HWD1_female_processed/,d001931709222fd1,1,U19 Huang,Z. Josh Huang,Cold Spring Harbor Laboratory,1-U19-MH114821-01,NCBI:txid10090,181106_JH_WG0005_Tle4LSLflp_HWD1_female,181106_JH_WG0005_Tle4LSLflp_HWD1_female,Huang U19
population imaging,Cell Density,STPT,,STPT,,mouse,NA,MOp ul,,https://download.brainimagelibrary.org/e3/c0/e3c0a5f1746e8c9a/181107_JH_WG0002_Fezf2LSLflp_HWD1_male_processed/,/bil/data/e3/c0/e3c0a5f1746e8c9a/181107_JH_WG0002_Fezf2LSLflp_HWD1_male_processed/,e3c0a5f1746e8c9a,1,U19 Huang,Z. Josh Huang,Cold Spring Harbor Laboratory,1-U19-MH114821-01,NCBI:txid10090,181107_JH_WG0002_Fezf2LSLflp_HWD1_male,181107_JH_WG0002_Fezf2LSLflp_HWD1_male,Huang U19
cell morphology,,BARseq,,,,mouse,NA,Mop upper limb area,,https://download.brainimagelibrary.org/73/18/7318c6ca1f90e51f/XC117,/bil/data/73/18/7318c6ca1f90e51f/XC117,7318c6ca1f90e51f,1,U19 Huang,Xiaoyin Chen,Cold Spring Harbor Laboratory,5-U19-MH114821-01,NCBI:txid10090,XC117,MOp BARseq,"BARseq in MOp, collected as part of BICCN MiniAtlas"
cell morphology,,BARseq,,,,mouse,NA,Mop upper limb area,,https://download.brainimagelibrary.org/73/18/7318c6ca1f90e51f/XC118,/bil/data/73/18/7318c6ca1f90e51f/XC118,7318c6ca1f90e51f,1,U19 Huang,Xiaoyin Chen,Cold Spring Harbor Laboratory,5-U19-MH114821-01,NCBI:txid10090,XC118,MOp BARseq,"BARseq in MOp, collected as part of BICCN MiniAtlas"
connectivity,Tracer Injected,anterograde tracing,Anterograde,,TRUE,mouse,C57Bl6,MOp_5:MOp_5:MOp_5,,https://download.brainimagelibrary.org/4b/56/4b566d18d8902206/1U19MH114821-01/SW171101-02A/,/bil/data/4b/56/4b566d18d8902206/1U19MH114821-01/SW171101-02A/,4b566d18d8902206,1,U19 Huang,"Dong, Hongwei",University of Southern California,1-U19-MH114821-01,NCBI:txid10090,SW171101-02A,2019 Q2 U19 Huang Level 2 Mini Atlas Data Upload,Level 2 -- Registered fluorescent tracer labeled tiff images.
connectivity,Tracer Injected,retrograde tracing,Retrograde,,TRUE,mouse,C57Bl6,Mop_5:Mop_6a:Mop_6a:Mop_2/3,,https://download.brainimagelibrary.org/82/e9/82e9592c90c456ef/1U01MH114829-01/SW181031-02A/,/bil/data/82/e9/82e9592c90c456ef/1U01MH114829-01/SW181031-02A/,82e9592c90c456ef,1,U01 Dong,"Dong, Hongwei",University of Southern California,1-U01-MH114829-01,NCBI:txid10090,SW181031-02A,2019 Q2 U01 Dong Level 2 Mini Atlas Data Upload,Level 2 -- Registered fluorescent labeled Tiff images.
connectivity,Tracer Injected,retrograde tracing,Retrograde,,TRUE,mouse,,MOp_5/6:SSp-ul_5:SSp-bfd:SSs/VISC_5,,https://download.brainimagelibrary.org/d9/b8/d9b827f296313258/1U01MH114829-01/SW190606-02A/,/bil/data/d9/b8/d9b827f296313258/1U01MH114829-01/SW190606-02A/,d9b827f296313258,1,U01 Dong,"Dong, Hongwei",University of Southern California,1-U01-MH114829-01,NCBI:txid10120,SW190606-02A,2019 Q3 U01 Dong Level 2 Mini Atlas Data Upload,Level 2 -- Registered fluorescent labeled Tiff images.
connectivity,Tracer Injected,retrograde tracing,Retrograde,,TRUE,mouse,,MOp_6:SSp-ul_5:SSs/SSp-n_5:VISC_5/6a,,https://download.brainimagelibrary.org/d9/b8/d9b827f296313258/1U01MH114829-01/SW190606-01A/,/bil/data/d9/b8/d9b827f296313258/1U01MH114829-01/SW190606-01A/,d9b827f296313258,1,U01 Dong,"Dong, Hongwei",University of Southern California,1-U01-MH114829-01,NCBI:txid10121,SW190606-01A,2019 Q3 U01 Dong Level 2 Mini Atlas Data Upload,Level 2 -- Registered fluorescent labeled Tiff images.
connectivity,Tracer Injected,retrograde tracing,Retrograde,,TRUE,mouse,C57Bl6,MOp_L5:fail:SSp_5:MOs_5,,https://download.brainimagelibrary.org/4b/56/4b566d18d8902206/1U19MH114821-01/SW181220-02A/,/bil/data/4b/56/4b566d18d8902206/1U19MH114821-01/SW181220-02A/,4b566d18d8902206,1,U19 Huang,"Dong, Hongwei",University of Southern California,1-U19-MH114821-01,NCBI:txid10090,SW181220-02A,2019 Q2 U19 Huang Level 2 Mini Atlas Data Upload,Level 2 -- Registered fluorescent tracer labeled tiff images.
connectivity,,TRIO tracing,,,TRUE,mouse,C57Bl6,MOp_ul:MOp_ul:MOp_ul(c),,https://download.brainimagelibrary.org/90/a9/90a90c314769c834/1U01MH114829-01/SW191001-05A,/bil/data/90/a9/90a90c314769c834/1U01MH114829-01/SW191001-05A,90a90c314769c834,1,U01 Dong,"Dong, Hongwei",University of Southern California,1-U01-MH114829-01,NCBI:txid10090,SW191001-05A,2019 Q4 U01 Dong Level 2 Mini Atlas Data Upload,Level 2 -- Registered fluorescent tracer labeled tiff images.
connectivity,Tracer Injected,anterograde tracing,Anterograde,,,mouse,Strain_Name='C57BL/6J';,MOp-mo;MOp-ul,,https://download.brainimagelibrary.org/e4/2d/e42d6385cc272c17/SW170917-01A/,/bil/data/e4/2d/e42d6385cc272c17/SW170917-01A/,e42d6385cc272c17,1,U19 Huang,"Dong, Hongwei",University of Southern California,1-U19-MH114821-01,NCBI:txid10090,SW170917-01A,e42d6385cc272c17,Collection e42d6385cc272c17
connectivity,Tracer Injected,anterograde tracing,Anterograde,,,mouse,Strain_Name='C57BL/6J';,MOp-ul;MOp,,https://download.brainimagelibrary.org/e4/2d/e42d6385cc272c17/SW171130-01A/,/bil/data/e4/2d/e42d6385cc272c17/SW171130-01A/,e42d6385cc272c17,1,U19 Huang,"Dong, Hongwei",University of Southern California,1-U19-MH114821-01,NCBI:txid10090,SW171130-01A,e42d6385cc272c17,Collection e42d6385cc272c17
connectivity,Tracer Injected,anterograde tracing,Anterograde,,TRUE,mouse,NA,MOp:MOp:MOp,,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW171130-03A/,/bil/data/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW171130-03A/,f16e93e3ff05538e,1,U19 Huang,"Dong, Hongwei",University of Southern California,1-U19-MH114821-01,NCBI:txid10090,SW171130-03A,2018 Q4 U19 CSHL Mini Atlas Data Upload,A collection Level 2 (i.e. registered) mouse brain light microscopy section images for U19 CSHL.
connectivity,Tracer Injected,anterograde tracing,Anterograde,,TRUE,mouse,NA,MOp:MOp:MOp,,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW180516-02A/,/bil/data/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW180516-02A/,f16e93e3ff05538e,1,U19 Huang,"Dong, Hongwei",University of Southern California,1-U19-MH114821-01,NCBI:txid10090,SW180516-02A,2018 Q4 U19 CSHL Mini Atlas Data Upload,A collection Level 2 (i.e. registered) mouse brain light microscopy section images for U19 CSHL.
connectivity,Tracer Injected,anterograde tracing,Anterograde,,TRUE,mouse,NA,MOp:MOp:MOp/MOs,,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW180122-01A/,/bil/data/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW180122-01A/,f16e93e3ff05538e,1,U19 Huang,"Dong, Hongwei",University of Southern California,1-U19-MH114821-01,NCBI:txid10090,SW180122-01A,2018 Q4 U19 CSHL Mini Atlas Data Upload,A collection Level 2 (i.e. registered) mouse brain light microscopy section images for U19 CSHL.
connectivity,,TRIO tracing,,,TRUE,mouse,C57Bl6,MOp:MOp:PF,,https://download.brainimagelibrary.org/90/a9/90a90c314769c834/1U01MH114829-01/SW190927-01A,/bil/data/90/a9/90a90c314769c834/1U01MH114829-01/SW190927-01A,90a90c314769c834,1,U01 Dong,"Dong, Hongwei",University of Southern California,1-U01-MH114829-01,NCBI:txid10090,SW190927-01A,2019 Q4 U01 Dong Level 2 Mini Atlas Data Upload,Level 2 -- Registered fluorescent tracer labeled tiff images.
connectivity,,TRIO tracing,,,TRUE,mouse,C57Bl6,MOp:MOp:SSp_ll,,https://download.brainimagelibrary.org/90/a9/90a90c314769c834/1U01MH114829-01/SW191001-01A,/bil/data/90/a9/90a90c314769c834/1U01MH114829-01/SW191001-01A,90a90c314769c834,1,U01 Dong,"Dong, Hongwei",University of Southern California,1-U01-MH114829-01,NCBI:txid10090,SW191001-01A,2019 Q4 U01 Dong Level 2 Mini Atlas Data Upload,Level 2 -- Registered fluorescent tracer labeled tiff images.
connectivity,,TRIO tracing,,,TRUE,mouse,C57Bl6,MOp:MOp:SSp-bfd,,https://download.brainimagelibrary.org/90/a9/90a90c314769c834/1U01MH114829-01/SW191001-02A,/bil/data/90/a9/90a90c314769c834/1U01MH114829-01/SW191001-02A,90a90c314769c834,1,U01 Dong,"Dong, Hongwei",University of Southern California,1-U01-MH114829-01,NCBI:txid10090,SW191001-02A,2019 Q4 U01 Dong Level 2 Mini Atlas Data Upload,Level 2 -- Registered fluorescent tracer labeled tiff images.
connectivity,,TRIO tracing,,,TRUE,mouse,C57Bl6,MOp:MOp:VAL,,https://download.brainimagelibrary.org/90/a9/90a90c314769c834/1U01MH114829-01/SW190927-02A,/bil/data/90/a9/90a90c314769c834/1U01MH114829-01/SW190927-02A,90a90c314769c834,1,U01 Dong,"Dong, Hongwei",University of Southern California,1-U01-MH114829-01,NCBI:txid10090,SW190927-02A,2019 Q4 U01 Dong Level 2 Mini Atlas Data Upload,Level 2 -- Registered fluorescent tracer labeled tiff images.
anatomy,Tracer Injected,anterograde tracing,Anterograde,,,mouse,,MOp:MOs,,https://download.brainimagelibrary.org/37/b6/37b6b36dedaab6c3/Round_3/SW171201-02A/,/bil/data/37/b6/37b6b36dedaab6c3/Round_3/SW171201-02A/,37b6b36dedaab6c3,1,U01 Dong,"Dong, Hongwei",University of Southern California,1-U01-MH114829-01,NCBI:txid10090,SW171201-02A,Hongwei Dong Mini Atlas Image and Metadata,Dong group image and metadata for the BICCN Mini Atlas (1-U01-MH114829-01)
anatomy,Tracer Injected,anterograde tracing,Anterograde,,,mouse,,MOp:MOs,,https://download.brainimagelibrary.org/37/b6/37b6b36dedaab6c3/Round_3/SW180122-01A/,/bil/data/37/b6/37b6b36dedaab6c3/Round_3/SW180122-01A/,37b6b36dedaab6c3,1,U01 Dong,"Dong, Hongwei",University of Southern California,1-U01-MH114829-01,NCBI:txid10090,SW180122-01A,Hongwei Dong Mini Atlas Image and Metadata,Dong group image and metadata for the BICCN Mini Atlas (1-U01-MH114829-01)
anatomy,Tracer Injected,anterograde tracing,Anterograde,,,mouse,,MOp:MOs,,https://download.brainimagelibrary.org/99/b9/99b9b98b31227d01/Round_4/SW180214-02A/,/bil/data/99/b9/99b9b98b31227d01/Round_4/SW180214-02A/,99b9b98b31227d01,1,U19 Ecker,"Dong, Hongwei",University of Southern California,1-U19-MH114831-01,NCBI:txid10090,SW180214-02A,Round 4 Mini Atlas Data Upload,A collection of mouse brain light micscopy section images containing tracer injections to the MOp.
anatomy,Tracer Injected,anterograde tracing,Anterograde,,,mouse,,MOp:MOs,,https://download.brainimagelibrary.org/99/b9/99b9b98b31227d01/Round_4/SW180509-01A/,/bil/data/99/b9/99b9b98b31227d01/Round_4/SW180509-01A/,99b9b98b31227d01,1,U19 Ecker,"Dong, Hongwei",University of Southern California,1-U19-MH114831-01,NCBI:txid10090,SW180509-01A,Round 4 Mini Atlas Data Upload,A collection of mouse brain light micscopy section images containing tracer injections to the MOp.
anatomy,Tracer Injected,anterograde tracing,Anterograde,,,mouse,,MOp:MOs,,https://download.brainimagelibrary.org/99/b9/99b9b98b31227d01/Round_4/SW180509-02A/,/bil/data/99/b9/99b9b98b31227d01/Round_4/SW180509-02A/,99b9b98b31227d01,1,U19 Ecker,"Dong, Hongwei",University of Southern California,1-U19-MH114831-01,NCBI:txid10090,SW180509-02A,Round 4 Mini Atlas Data Upload,A collection of mouse brain light micscopy section images containing tracer injections to the MOp.
anatomy,Tracer Injected,anterograde tracing,Anterograde,,,mouse,,MOp:MOs,,https://download.brainimagelibrary.org/99/b9/99b9b98b31227d01/Round_4/SW180509-05A/,/bil/data/99/b9/99b9b98b31227d01/Round_4/SW180509-05A/,99b9b98b31227d01,1,U19 Ecker,"Dong, Hongwei",University of Southern California,1-U19-MH114831-01,NCBI:txid10090,SW180509-05A,Round 4 Mini Atlas Data Upload,A collection of mouse brain light micscopy section images containing tracer injections to the MOp.
anatomy,Tracer Injected,anterograde tracing,Anterograde,,,mouse,,MOp:MOs,,https://download.brainimagelibrary.org/99/b9/99b9b98b31227d01/Round_4/SW180510-01A/,/bil/data/99/b9/99b9b98b31227d01/Round_4/SW180510-01A/,99b9b98b31227d01,1,U19 Ecker,"Dong, Hongwei",University of Southern California,1-U19-MH114831-01,NCBI:txid10090,SW180510-01A,Round 4 Mini Atlas Data Upload,A collection of mouse brain light micscopy section images containing tracer injections to the MOp.
anatomy,Tracer Injected,anterograde tracing,Anterograde,,,mouse,,MOp:MOs,,https://download.brainimagelibrary.org/99/b9/99b9b98b31227d01/Round_4/SW180510-02A/,/bil/data/99/b9/99b9b98b31227d01/Round_4/SW180510-02A/,99b9b98b31227d01,1,U19 Ecker,"Dong, Hongwei",University of Southern California,1-U19-MH114831-01,NCBI:txid10090,SW180510-02A,Round 4 Mini Atlas Data Upload,A collection of mouse brain light micscopy section images containing tracer injections to the MOp.
anatomy,Tracer Injected,anterograde tracing,Anterograde,,,mouse,,MOp:MOs,,https://download.brainimagelibrary.org/99/b9/99b9b98b31227d01/Round_4/SW180510-03A/,/bil/data/99/b9/99b9b98b31227d01/Round_4/SW180510-03A/,99b9b98b31227d01,1,U19 Ecker,"Dong, Hongwei",University of Southern California,1-U19-MH114831-01,NCBI:txid10090,SW180510-03A,Round 4 Mini Atlas Data Upload,A collection of mouse brain light micscopy section images containing tracer injections to the MOp.
anatomy,Tracer Injected,anterograde tracing,Anterograde,,,mouse,,MOp:MOs,,https://download.brainimagelibrary.org/99/b9/99b9b98b31227d01/Round_4/SW180510-04A/,/bil/data/99/b9/99b9b98b31227d01/Round_4/SW180510-04A/,99b9b98b31227d01,1,U19 Ecker,"Dong, Hongwei",University of Southern California,1-U19-MH114831-01,NCBI:txid10090,SW180510-04A,Round 4 Mini Atlas Data Upload,A collection of mouse brain light micscopy section images containing tracer injections to the MOp.
anatomy,Tracer Injected,anterograde tracing,Anterograde,,,mouse,,MOp:MOs,,https://download.brainimagelibrary.org/99/b9/99b9b98b31227d01/Round_4/SW180510-05A/,/bil/data/99/b9/99b9b98b31227d01/Round_4/SW180510-05A/,99b9b98b31227d01,1,U19 Ecker,"Dong, Hongwei",University of Southern California,1-U19-MH114831-01,NCBI:txid10090,SW180510-05A,Round 4 Mini Atlas Data Upload,A collection of mouse brain light micscopy section images containing tracer injections to the MOp.
anatomy,Tracer Injected,anterograde tracing,Anterograde,,,mouse,,MOp:MOs,,https://download.brainimagelibrary.org/99/b9/99b9b98b31227d01/Round_4/SW180606-05A/,/bil/data/99/b9/99b9b98b31227d01/Round_4/SW180606-05A/,99b9b98b31227d01,1,U19 Ecker,"Dong, Hongwei",University of Southern California,1-U19-MH114831-01,NCBI:txid10090,SW180606-05A,Round 4 Mini Atlas Data Upload,A collection of mouse brain light micscopy section images containing tracer injections to the MOp.
connectivity,Tracer Injected,retrograde tracing,Retrograde,,TRUE,mouse,,MOp:SSp-ll:SSp-bfd:ACAd_2/3,,https://download.brainimagelibrary.org/d9/b8/d9b827f296313258/1U01MH114829-01/SW190531-04A/,/bil/data/d9/b8/d9b827f296313258/1U01MH114829-01/SW190531-04A/,d9b827f296313258,1,U01 Dong,"Dong, Hongwei",University of Southern California,1-U01-MH114829-01,NCBI:txid10119,SW190531-04A,2019 Q3 U01 Dong Level 2 Mini Atlas Data Upload,Level 2 -- Registered fluorescent labeled Tiff images.
connectivity,Tracer Injected,retrograde tracing,Retrograde,,TRUE,mouse,,MOp:SSp-ul:SSp-bfd:MOs,,https://download.brainimagelibrary.org/d9/b8/d9b827f296313258/1U01MH114829-01/SW190531-03A/,/bil/data/d9/b8/d9b827f296313258/1U01MH114829-01/SW190531-03A/,d9b827f296313258,1,U01 Dong,"Dong, Hongwei",University of Southern California,1-U01-MH114829-01,NCBI:txid10113,SW190531-03A,2019 Q3 U01 Dong Level 2 Mini Atlas Data Upload,Level 2 -- Registered fluorescent labeled Tiff images.
connectivity,Tracer Injected,anterograde tracing,Anterograde,,,mouse,C57Bl6,Mop:SSp-ul:SSp-tr,,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220111-01A,/bil/data/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220111-01A,756cd8f5634d1b88,1,U19 Huang,Hongwei Dong,"University of California, Los Angeles",1-U19-MH114821-01,NCBI:txid10090,SW220111-01,2022 Q1 U19 Huang Level 1 Mini Atlas Data Upload,Level 1 -- Raw Split Channel TIFF Images
connectivity,Tracer Injected,anterograde tracing,Anterograde,,TRUE,mouse,NA,MOp:SSp:MOp,,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW171201-01A/,/bil/data/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW171201-01A/,f16e93e3ff05538e,1,U19 Huang,"Dong, Hongwei",University of Southern California,1-U19-MH114821-01,NCBI:txid10090,SW171201-01A,2018 Q4 U19 CSHL Mini Atlas Data Upload,A collection Level 2 (i.e. registered) mouse brain light microscopy section images for U19 CSHL.
connectivity,Tracer Injected,retrograde tracing,Retrograde,,TRUE,mouse,C57Bl6,MOp:SSs:fail:fail,,https://download.brainimagelibrary.org/82/e9/82e9592c90c456ef/1U01MH114829-01/SW190423-08A/,/bil/data/82/e9/82e9592c90c456ef/1U01MH114829-01/SW190423-08A/,82e9592c90c456ef,1,U01 Dong,"Dong, Hongwei",University of Southern California,1-U01-MH114829-01,NCBI:txid10090,SW190423-08A,2019 Q2 U01 Dong Level 2 Mini Atlas Data Upload,Level 2 -- Registered fluorescent labeled Tiff images.
cell morphology,Morphology,fMOST; neuron morphology reconstruction,,fMOST,,mouse,Fezf2-2A-CreER*LSL-Flpo,Mos,4,https://download.brainimagelibrary.org/3a/c1/3ac1bdc022d0da78/193379-4,/bil/data/3a/c1/3ac1bdc022d0da78/193379-4,3ac1bdc022d0da78,1,U19 Huang,Z. Josh Huang,Cold Spring Harbor Laboratory,1-U19-MH114821-01,NCBI:txid10090,193379,Huang U19 fMOST cell reconstructions,These are 662 cell reconstructions in .swc format derived from 47 mouse brains. These were reconstructed at HUST and submitted by the Huang Lab.
