Case ID,Species,NCBI Taxonomy,GenoType,Modality,Technique,Anatomical Region,Organization,Investigator,Grant Number,Project,R24 Name,R24 Link,Age,Sex,Viewer Link,AP,ML,DV,Injection Type,Injection Type
SW171120-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/8d/ad/8dade6699fc4d327/SW171120-02A/,NA,NA,NA,0.945,1.75,-0.9,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW171120-02A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/8d/ad/8dade6699fc4d327/SW171120-02A/,NA,NA,NA,0.945,1.75,-0.8,3. EnvA G-deleted rabies dsRedXpress,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW171120-04A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,Cre-dependent retrograde,CP,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/8d/ad/8dade6699fc4d327/SW171120-04A/,NA,NA,NA,0.02,3,-3.6,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW171120-04A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/8d/ad/8dade6699fc4d327/SW171120-04A/,NA,NA,NA,1.145,1.75,-1.3,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW171120-04A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/8d/ad/8dade6699fc4d327/SW171120-04A/,NA,NA,NA,1.145,1.75,-1.3,3. EnvA G-deleted rabies dsRedXpress,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW171120-05A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,Cre-dependent retrograde,CP+CTX,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/8d/ad/8dade6699fc4d327/SW171120-05A/,NA,NA,NA,-0.555,3.3,-3.3,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW171120-05A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,Cre-dependent retrograde,failed,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/8d/ad/8dade6699fc4d327/SW171120-05A/,NA,NA,NA,NA,NA,,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW171120-05A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/8d/ad/8dade6699fc4d327/SW171120-05A/,NA,NA,NA,1.245,1.75,-1.3,3. EnvA G-deleted rabies dsRedXpress,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW171219-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,Cre-dependent retrograde,SSp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/8d/ad/8dade6699fc4d327/SW171219-01A/,NA,NA,NA,-0.28,2.5,-1,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW171219-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/8d/ad/8dade6699fc4d327/SW171219-01A/,NA,NA,NA,1.045,1.75,-1,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW171219-01A,mouse,NCBI:txid10090,C57BL/6J,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/8d/ad/8dade6699fc4d327/SW171219-01A/,NA,NA,NA,1.045,1.75,-1,3. EnvA G-deleted rabies dsRedXpress,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW180606-03A,mouse,NCBI:txid10090,NA,Tracer Injected,Cre-dependent retrograde,SSp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/4d/d6/4dd6853bc4b5bc6f/2018Q4_U19Salk/SW180606-03A/,NA,NA,NA,-0.48,3,-0.9,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW180606-03A,mouse,NCBI:txid10090,NA,Tracer Injected,Cre-dependent retrograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/4d/d6/4dd6853bc4b5bc6f/2018Q4_U19Salk/SW180606-03A/,NA,NA,NA,1.245,1.75,-1.3,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW180606-03A,mouse,NCBI:txid10090,NA,Tracer Injected,Cre-dependent retrograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/4d/d6/4dd6853bc4b5bc6f/2018Q4_U19Salk/SW180606-03A/,NA,NA,NA,1.245,1.75,-1.3,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW180606-01A,mouse,NCBI:txid10090,NA,Tracer Injected,Cre-dependent retrograde,CP,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/4d/d6/4dd6853bc4b5bc6f/2018Q4_U19Salk/SW180606-01A/,NA,NA,NA,-0.655,3.4,-3.5,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW180606-01A,mouse,NCBI:txid10090,NA,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/4d/d6/4dd6853bc4b5bc6f/2018Q4_U19Salk/SW180606-01A/,NA,NA,NA,1.245,1.75,-1.3,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW180606-01A,mouse,NCBI:txid10090,NA,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/4d/d6/4dd6853bc4b5bc6f/2018Q4_U19Salk/SW180606-01A/,NA,NA,NA,1.245,1.75,-1.3,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW180606-04A,mouse,NCBI:txid10090,NA,Tracer Injected,Cre-dependent retrograde,SSs,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/4d/d6/4dd6853bc4b5bc6f/2018Q4_U19Salk/SW180606-04A/,NA,NA,NA,-1.055,4.3,-2.9,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW180606-04A,mouse,NCBI:txid10090,NA,Tracer Injected,Cre-dependent retrograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/4d/d6/4dd6853bc4b5bc6f/2018Q4_U19Salk/SW180606-04A/,NA,NA,NA,1.42,1.75,-1.1,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW180606-04A,mouse,NCBI:txid10090,NA,Tracer Injected,Cre-dependent retrograde,MOp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/4d/d6/4dd6853bc4b5bc6f/2018Q4_U19Salk/SW180606-04A/,NA,NA,NA,1.42,1.75,-1.1,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW180606-02A,mouse,NCBI:txid10090,NA,Tracer Injected,Cre-dependent retrograde,SSp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/4d/d6/4dd6853bc4b5bc6f/2018Q4_U19Salk/SW180606-02A/,NA,NA,NA,0.02,2.5,-0.6,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW180606-02A,mouse,NCBI:txid10090,NA,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/4d/d6/4dd6853bc4b5bc6f/2018Q4_U19Salk/SW180606-02A/,NA,NA,NA,1.245,1.75,-1.3,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW180606-02A,mouse,NCBI:txid10090,NA,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/4d/d6/4dd6853bc4b5bc6f/2018Q4_U19Salk/SW180606-02A/,NA,NA,NA,1.245,1.75,-1.3,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW181217-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,SSp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/49/95/49954aac37f69aef/1U19MH114831-01/SW181217-01A/,NA,NA,NA,-0.08,2.5,-1.3,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW181217-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/49/95/49954aac37f69aef/1U19MH114831-01/SW181217-01A/,NA,NA,NA,1.245,1.75,-1.5,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW181217-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/49/95/49954aac37f69aef/1U19MH114831-01/SW181217-01A/,NA,NA,NA,1.245,1.75,-1.5,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW181219-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,CP,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/49/95/49954aac37f69aef/1U19MH114831-01/SW181219-04A/,NA,NA,NA,-0.18,3,-3.6,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW181219-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/49/95/49954aac37f69aef/1U19MH114831-01/SW181219-04A/,NA,NA,NA,1.245,1.75,-1.3,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW181219-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/49/95/49954aac37f69aef/1U19MH114831-01/SW181219-04A/,NA,NA,NA,1.245,1.75,-1.3,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW181217-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,SSp-bfd,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/49/95/49954aac37f69aef/1U19MH114831-01/SW181217-02A/,NA,NA,NA,-0.755,3.75,-1.5,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW181217-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/49/95/49954aac37f69aef/1U19MH114831-01/SW181217-02A/,NA,NA,NA,1.545,1.75,-1.1,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW181217-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/49/95/49954aac37f69aef/1U19MH114831-01/SW181217-02A/,NA,NA,NA,1.545,1.75,-1.1,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW181219-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,PCN,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/49/95/49954aac37f69aef/1U19MH114831-01/SW181219-01A/,NA,NA,NA,-1.955,0.75,-3.9,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW181219-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/49/95/49954aac37f69aef/1U19MH114831-01/SW181219-01A/,NA,NA,NA,1.245,1.75,-1.2,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW181219-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,MOp-ul,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/49/95/49954aac37f69aef/1U19MH114831-01/SW181219-01A/,NA,NA,NA,1.245,1.75,-1.2,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210517-01,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,CA1,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210517-01A,NA,NA,NA,-3.68,4,-3.1,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210517-01,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,CA1v,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210517-01A,NA,NA,NA,-3.18,4,-4.5,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210517-01,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,CA1v,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210517-01A,NA,NA,NA,-3.18,4,-4.5,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW190910-10,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,PTLp,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW190910-10A,NA,NA,NA,-2.555,2.4,-2.25,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW190910-10,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,VISp,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW190910-10A,NA,NA,NA,-2.88,2.8,-0.4,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW190910-10,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,VISp,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW190910-10A,NA,NA,NA,-2.88,2.8,-0.5,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW190909-04,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,RSPd,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW190909-04A,NA,NA,NA,-3.455,0.8,-0.25,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW190909-04,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,VISp,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW190909-04A,NA,NA,NA,-3.28,2.8,-0.75,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW190909-04,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,VISp,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW190909-04A,NA,NA,NA,-3.28,2.8,-0.75,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210517-04,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,SUBv,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210517-04A,NA,NA,NA,-3.18,3.1,-5.3,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210517-04,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,CA1v,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210517-04A,NA,NA,NA,-3.18,3.6,-4.2,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210517-04,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,CA1v,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210517-04A,NA,NA,NA,-3.18,3.6,-4.2,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210311-03,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,LHA,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210311-03A,NA,NA,NA,-2.055,1,-5.5,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210311-03,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,CA1v,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210311-03A,NA,NA,NA,-3.18,3.9,-4.5,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210311-03,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,CA1v,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210311-03A,NA,NA,NA,-3.18,3.9,-4.5,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW190906-11,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,PG,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW190906-11A,NA,NA,NA,-3.88,1.25,-6.25,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW190906-11,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,VISp,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW190906-11A,NA,NA,NA,-2.78,2.5,-0.6,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW190906-11,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,VISp,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW190906-11A,NA,NA,NA,-2.78,2.5,-0.6,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210524-02,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,SUBvv,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210524-02A,NA,NA,NA,-3.455,2.8,-5.25,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210524-02,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,SUBv,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210524-02A,NA,NA,NA,-3.28,3,-5.3,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210524-02,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,SUBv,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210524-02A,NA,NA,NA,-3.08,2.8,-5.5,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210311-01,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,CEAc,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210311-01A,NA,NA,NA,-0.88,3,-5.5,1. AAVretro-EF1a-Cre,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210311-01,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,CA1v,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210311-01A,NA,NA,NA,-3.18,3.9,-4.5,2. AAV8-hSyn-FLEX-TVA-P2A-GFP-2A-oG,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
SW210311-01,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,Cre-dependent retrograde,CA1v,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Ecker,BIL,https://download.brainimagelibrary.org/61/90/6190bf65dac65960/1U19MH114831-01/SW210311-01A,NA,NA,NA,-3.18,3.9,-4.5,3. EnvA G-deleted rabies RVdG-4mCherry,"iontophoresis (5 min, 7secOn/Off) + helper/rabies: pressure (80 nl/40 nl)"
