Case ID,Species,NCBI Taxonomy,GenoType,Modality,Technique,Anatomical Region,Organization,Investigator,Grant Number,Project,R24 Name,R24 Link,Age,Sex,Viewer Link,AP,ML,DV,Injection Type,Injection Type
SW180328-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,VTA,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/47/01/4701bc104b9651f0/1U19MH114821-01/SW180328-04A/,NA,NA,NA,-2.98,0.6,-5.1,4. FG,"iontophoresis (5 min, 7secOn/Off)"
SW180329-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,SSp,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/11/5b/115bda6eacd6507c/1U01MH114829-01/SW180329-01A,NA,NA,NA,0.145,3.15,-2.5,1 FG,"iontophoresis (5 min, 7secOn/Off)"
SW180329-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,CP,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/11/5b/115bda6eacd6507c/1U01MH114829-01/SW180329-01A,NA,NA,NA,0.345,3,-4.9,2 RVΔG-4tdTomato,pressure injection (50nl)
SW180329-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,SSs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/11/5b/115bda6eacd6507c/1U01MH114829-01/SW180329-01A,NA,NA,NA,-0.655,4.15,-3.25,3 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180329-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,MOs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/11/5b/115bda6eacd6507c/1U01MH114829-01/SW180329-01A,NA,NA,NA,2.345,1.6,-1.75,4 2 RVΔG-4EGFP,pressure (50nl)
SW180329-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180329-02A/,NA,NA,NA,-0.08,3.5,-2.6,1 FG,"iontophoresis (5 min, 7secOn/Off)"
SW180329-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,CPi,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180329-02A/,NA,NA,NA,-0.08,3,-4.5,2 RVΔG-4tdTomato,pressure injection (50nl)
SW180329-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180329-02A/,NA,NA,NA,-1.055,4.15,-3.25,3 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180329-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,MOs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180329-02A/,NA,NA,NA,2.245,1.5,-1.5,4 RVΔG-4eGFP,pressure (50nl)
SW180404-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,CP,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/47/01/4701bc104b9651f0/1U19MH114821-01/SW180404-01A/,NA,NA,NA,1.145,1,-3.7,1.CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180404-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,AMd,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/47/01/4701bc104b9651f0/1U19MH114821-01/SW180404-01A/,NA,NA,NA,-0.755,0.75,-3.85,2.CTB 555,pressure (50nl)
SW180404-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,LHA,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/47/01/4701bc104b9651f0/1U19MH114821-01/SW180404-01A/,NA,NA,NA,-1.855,0.9,-5.25,3. CTB 488,pressure (50nl)
SW180404-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,VPL,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/47/01/4701bc104b9651f0/1U19MH114821-01/SW180404-01A/,NA,NA,NA,-2.155,2.25,-4,4. FG,"iontophoresis (5 min, 7secOn/Off)"
SW180404-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,fa/ACB,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/47/01/4701bc104b9651f0/1U19MH114821-01/SW180404-04A/,NA,NA,NA,1.545,1,-3.7,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180404-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,ZI/LHA,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/47/01/4701bc104b9651f0/1U19MH114821-01/SW180404-04A/,NA,NA,NA,-1.855,1,-5.15,3. CTB 488,pressure (50nl)
SW180404-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,RT,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/47/01/4701bc104b9651f0/1U19MH114821-01/SW180404-04A/,NA,NA,NA,-2.055,2.5,-3.5,4. FG,"iontophoresis (5 min, 7secOn/Off)"
SW180405-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,MOp_contralateral,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180405-02A/,NA,NA,NA,1.345,-1.75,-1.4,1 FG,"iontophoresis (5 min, 7secOn/Off)"
SW180405-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,VAL,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180405-02A/,NA,NA,NA,-1.255,1.15,-4.25,2 CTB 555,pressure (50nl)
SW180405-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,PF,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180405-02A/,NA,NA,NA,-2.055,0.9,-4.1,3 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180405-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,NOT,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180405-02A/,NA,NA,NA,-3.18,1.65,-2.6,4 CTB 488,pressure (50nl)
SW180405-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,CPr.l.vm,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180405-03A/,NA,NA,NA,0.945,2.2,-4.1,1 FG,"iontophoresis (5 min, 7secOn/Off)"
SW180405-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,CPc,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180405-03A/,NA,NA,NA,-0.755,3.5,-3.6,2 CTB 555,pressure (50nl)
SW180405-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,PF,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180405-03A/,NA,NA,NA,-2.255,0.85,-3.75,3 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180405-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,PSV_contralateral,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180405-03A/,NA,NA,NA,-5.655,-2,-5.6,4 CTB 488,pressure (50nl)
SW180405-04A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,CPr.l.vm/PIR,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180405-04A/,NA,NA,NA,1.145,2.6,-4.5,1 FG,"iontophoresis (5 min, 7secOn/Off)"
SW180405-04A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,GU/VISC,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180405-04A/,NA,NA,NA,-0.28,4,-4.3,2 CTB 555,pressure (50nl)
SW180405-04A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,VPM,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180405-04A/,NA,NA,NA,-2.055,1.45,-4,3 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180405-04A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,PRNc,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180405-04A/,NA,NA,NA,-5.455,-1.6,-5.4,4 CTB 488,pressure (50nl)
SW180412-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,BMAa,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180412-01A/,NA,NA,NA,-0.955,2.6,-6.2,1 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180412-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,BSTju,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180412-01A/,NA,NA,NA,0.245,1.1,-4.55,2 FG,"iontophoresis (5 min, 7secOn/Off)"
SW180412-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,COApl,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180412-01A/,NA,NA,NA,-1.655,2.375,-6.5,3 CTB 555,pressure (50nl)
SW180412-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,MEAav,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180412-01A/,NA,NA,NA,-1.855,2.3,-6,4 CTB 488,pressure (50nl)
SW180412-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,IA,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW180412-02A/,NA,NA,NA,-1.255,2.75,-5.8,1 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180412-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,BSTov/CPi.vm.vm,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW180412-02A/,NA,NA,NA,0.145,1.2,-4.15,2 FG,"iontophoresis (5 min, 7secOn/Off)"
SW180412-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,COApl/BMAp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW180412-02A/,NA,NA,NA,-1.755,2.7,-6,3 CTB 555,pressure (50nl)
SW180412-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,opt,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f1/6e/f16e93e3ff05538e/2018Q4_U19CSHL/SW180412-02A/,NA,NA,NA,-1.755,2.45,-5,4 CTB 488,pressure (50nl)
SW180412-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,IA,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180412-03A/,NA,NA,NA,-1.155,2.9,-5.85,1 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180412-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,CPi.vm.vm,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180412-03A/,NA,NA,NA,0.145,1.45,-4.5,2 FG,"iontophoresis (5 min, 7secOn/Off)"
SW180412-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,BMAp,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180412-03A/,NA,NA,NA,-1.155,3,-6.5,3 CTB 555,pressure (50nl)
SW180412-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,IA/BMAp/BLAa,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180412-03A/,NA,NA,NA,-1.155,3.15,-6,4 CTB 488,pressure (50nl)
SW180425-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,MOs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-01A/,NA,NA,NA,2.545,1.9,-1.75,1 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180425-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp-ul,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-01A/,NA,NA,NA,-0.28,2.15,-1.75,2 CTB 555,pressure (50nl)
SW180425-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp-bfd,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-01A/,NA,NA,NA,-0.48,3.5,-2.35,3 CTB 488,pressure (50nl)
SW180425-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp-bfd/SSs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-01A/,NA,NA,NA,-1.055,3.35,-2.2,4 FG,"iontophoresis (10 min, 7secOn/Off)"
SW180425-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,failed,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-02A/,NA,NA,NA,NA,NA,,1 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180425-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp-tr,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-02A/,NA,NA,NA,-0.955,2.25,-1.5,2 CTB 555,pressure (50nl)
SW180425-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp-bfd,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-02A/,NA,NA,NA,-1.355,3.35,-2.15,3 CTB 488,pressure (50nl)
SW180425-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp-bfd,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-02A/,NA,NA,NA,-1.855,3.3,-1.8,4 FG,"iontophoresis (10 min, 7secOn/Off)"
SW180425-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,MOs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-03A/,NA,NA,NA,2.345,1.75,-1.85,1 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180425-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,MOp,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-03A/,NA,NA,NA,1.645,1.25,-1.8,2 CTB 555,pressure (50nl)
SW180425-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp-bfd,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-03A/,NA,NA,NA,-0.88,3,-2.15,3 CTB 488,pressure (50nl)
SW180425-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp-bfd/SSs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-03A/,NA,NA,NA,-1.255,3.75,-2.15,4 FG,"iontophoresis (10 min, 7secOn/Off)"
SW180425-04A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,failed,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-04A/,NA,NA,NA,NA,NA,,1 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180425-04A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,MOp-ul,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-04A/,NA,NA,NA,1.545,1.5,-1.65,2 CTB 555,pressure (50nl)
SW180425-04A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp-bfd,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-04A/,NA,NA,NA,-1.255,3.25,-2.1,3 CTB 488,pressure (50nl)
SW180425-04A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp-bfd/SSs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180425-04A/,NA,NA,NA,-1.555,3.85,-2.5,4 FG,"iontophoresis (10 min, 7secOn/Off)"
SW180427-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,AUDv,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180427-01A/,NA,NA,NA,-2.48,4.6,-2.85,1 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180427-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,ACB,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180427-01A/,NA,NA,NA,1.045,1.1,-5.3,2 FG,"iontophoresis (5 min, 7secOn/Off)"
SW180427-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,AHNc,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180427-01A/,NA,NA,NA,-0.555,0.35,-6.2,3 CTB 555,pressure (50nl)
SW180427-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,internuclear_space,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180427-01A/,NA,NA,NA,-0.755,0.2,-6,4 CTB 488,pressure (50nl)
SW180430-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,failed,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180430-03A/,NA,NA,NA,NA,NA,,1 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180430-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,OT_lateral,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180430-03A/,NA,NA,NA,1.245,2,-6.65,2 FG,"iontophoresis (5 min, 7secOn/Off)"
SW180430-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,Sl,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180430-03A/,NA,NA,NA,0.145,1.4,-6,3 CTB 555,pressure (50nl)
SW180430-03A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SI,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180430-03A/,NA,NA,NA,0.145,2.5,-6,4 CTB 488,pressure (50nl)
SW180503-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,MOs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/82/e9/82e9592c90c456ef/1U01MH114829-01/SW180503-02A/,NA,NA,NA,2.745,1.6,-1.9,1 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180503-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,MOs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/82/e9/82e9592c90c456ef/1U01MH114829-01/SW180503-02A/,NA,NA,NA,2.045,1.1,-1.65,2 CTB 555,pressure (50nl)
SW180503-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,SSp-bfd,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/82/e9/82e9592c90c456ef/1U01MH114829-01/SW180503-02A/,NA,NA,NA,-1.255,3.5,-2.3,4 FG,"iontophoresis (10 min, 7secOn/Off)"
SW180511-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,MOs,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180511-01A/,NA,NA,NA,2.345,1.65,-1.75,1 CTB 647 ,"iontophoresis (10 min, 7secOn/Off)"
SW180511-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,MOs/MOp,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180511-01A/,NA,NA,NA,1.745,1.35,-1.6,2. AAVretro-hSyn-Cre-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW180511-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,failed,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180511-01A/,NA,NA,NA,NA,NA,,3. AAVretro-hSyn-Cre-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW180511-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp-bfd,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180511-01A/,NA,NA,NA,-0.88,3.2,-2.25,4. FG ,"iontophoresis (5 min, 7secOn/Off)"
SW180511-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,MOs/MOp,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180511-02A/,NA,NA,NA,2.145,1.55,-1.55,1. AAVretro-hSyn-Cre-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW180511-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,MOs/MOp,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180511-02A/,NA,NA,NA,1.745,1.3,-1.5,2. AAVretro-hSyn-Cre-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW180511-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp-ul,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180511-02A/,NA,NA,NA,-0.48,2.25,-2,3.AAVretro-hSyn-Cre-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW180511-02A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,SSp-bfd,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180511-02A/,NA,NA,NA,-0.655,3.25,-2.5,4. FG ,"iontophoresis (5 min, 7secOn/Off)"
SW180514-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,ACB,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180514-01A/,NA,NA,NA,1.045,0.6,-5.25,1 CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW180514-01A,mouse,NCBI:txid10090,NA,Tracer Injected,retrograde,CP/CLA,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/e8/20/e820c8267a0cbedb/2018Q4_U01/SW180514-01A/,NA,NA,NA,1.42,2.1,-3.65,2 FG,"iontophoresis (5 min, 7secOn/Off)"
