Sample ID,Donor ID,Species,Species NCBI Taxonomy ID,Genotype,Modality,Technique,Anatomical Structure,Subspecimen Type,Total Processed Subspecimens,Organization,Investigator,Grant Number,Project,R24 Name (CV),R24 link,Comments,Metadata Submission,Age,Sex,QC,Download Link,Visualization Link,Soma_X(CCFv3_1𝜇𝑚),Soma_Y(CCFv3_1𝜇𝑚),Soma_Z(CCFv3_1𝜇𝑚)
P56_WT#5_0342_TME10-3_30x_Str_03B_x4304_y18587_z239.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0342_TME10-3_30x_Str_03B_x4304_y18587_z239/0342_TME10-3_30x_Str_03B_x4304_y18587_z239.swc,,,P56,female,pass,,,,,
P56_WT#5_0344_TME10-3_30x_Str_03B_x4339_y10068_z181.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0344_TME10-3_30x_Str_03B_x4339_y10068_z181/0344_TME10-3_30x_Str_03B_x4339_y10068_z181.swc,,,P56,female,pass,,,,,
P56_WT#5_0345_TME10-3_30x_Str_03B_x4398_y8887_z403.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0345_TME10-3_30x_Str_03B_x4398_y8887_z403/0345_TME10-3_30x_Str_03B_x4398_y8887_z403.swc,,,P56,female,pass,,,,,
P56_WT#5_0348_TME10-3_30x_Str_03B_x4450_y13270_z474.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0348_TME10-3_30x_Str_03B_x4450_y13270_z474/0348_TME10-3_30x_Str_03B_x4450_y13270_z474.swc,,,P56,female,pass,,,,,
P56_WT#5_0349_TME10-3_30x_Str_03B_x4493_y17139_z308.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0349_TME10-3_30x_Str_03B_x4493_y17139_z308/0349_TME10-3_30x_Str_03B_x4493_y17139_z308.swc,,,P56,female,pass,,,,,
P56_WT#5_0351_TME10-3_30x_Str_03B_x4726_y20145_z129.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0351_TME10-3_30x_Str_03B_x4726_y20145_z129/0351_TME10-3_30x_Str_03B_x4726_y20145_z129.swc,,,P56,female,pass,,,,,
P56_WT#5_0352_TME10-3_30x_Str_03B_x4740_y12118_z338.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0352_TME10-3_30x_Str_03B_x4740_y12118_z338/0352_TME10-3_30x_Str_03B_x4740_y12118_z338.swc,,,P56,female,pass,,,,,
P56_WT#5_0353_TME10-3_30x_Str_03B_x4790_y18294_z423.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0353_TME10-3_30x_Str_03B_x4790_y18294_z423/0353_TME10-3_30x_Str_03B_x4790_y18294_z423.swc,,,P56,female,pass,,,,,
P56_WT#5_0354_TME10-3_30x_Str_03B_x4812_y14790_z350.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0354_TME10-3_30x_Str_03B_x4812_y14790_z350/0354_TME10-3_30x_Str_03B_x4812_y14790_z350.swc,,,P56,female,pass,,,,,
P56_WT#5_0355_TME10-3_30x_Str_03B_x4855_y15772_z393.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0355_TME10-3_30x_Str_03B_x4855_y15772_z393/0355_TME10-3_30x_Str_03B_x4855_y15772_z393.swc,,,P56,female,pass,,,,,
P56_WT#5_0356_TME10-3_30x_Str_03B_x5044_y7292_z438.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0356_TME10-3_30x_Str_03B_x5044_y7292_z438/0356_TME10-3_30x_Str_03B_x5044_y7292_z438.swc,,,P56,female,pass,,,,,
P56_WT#5_0358_TME10-3_30x_Str_03B_x5187_y17551_z314.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0358_TME10-3_30x_Str_03B_x5187_y17551_z314/0358_TME10-3_30x_Str_03B_x5187_y17551_z314.swc,,,P56,female,pass,,,,,
P56_WT#5_0361_TME10-3_30x_Str_03B_x5280_y9162_z171.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0361_TME10-3_30x_Str_03B_x5280_y9162_z171/0361_TME10-3_30x_Str_03B_x5280_y9162_z171.swc,,,P56,female,pass,,,,,
P56_WT#5_0364_TME10-3_30x_Str_03B_x5374_y16389_z424.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0364_TME10-3_30x_Str_03B_x5374_y16389_z424/0364_TME10-3_30x_Str_03B_x5374_y16389_z424.swc,,,P56,female,pass,,,,,
P56_WT#5_0365_TME10-3_30x_Str_03B_x5478_y10669_z305.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0365_TME10-3_30x_Str_03B_x5478_y10669_z305/0365_TME10-3_30x_Str_03B_x5478_y10669_z305.swc,,,P56,female,pass,,,,,
P56_WT#5_0366_TME10-3_30x_Str_03B_x5493_y7909_z445.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0366_TME10-3_30x_Str_03B_x5493_y7909_z445/0366_TME10-3_30x_Str_03B_x5493_y7909_z445.swc,,,P56,female,pass,,,,,
P56_WT#5_0367_TME10-3_30x_Str_03B_x5542_y9523_z322.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0367_TME10-3_30x_Str_03B_x5542_y9523_z322/0367_TME10-3_30x_Str_03B_x5542_y9523_z322.swc,,,P56,female,pass,,,,,
P56_WT#5_0368_TME10-3_30x_Str_03B_x5620_y11401_z265.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0368_TME10-3_30x_Str_03B_x5620_y11401_z265/0368_TME10-3_30x_Str_03B_x5620_y11401_z265.swc,,,P56,female,pass,,,,,
P56_WT#5_0370_TME10-3_30x_Str_03B_x5749_y14335_z155.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0370_TME10-3_30x_Str_03B_x5749_y14335_z155/0370_TME10-3_30x_Str_03B_x5749_y14335_z155.swc,,,P56,female,pass,,,,,
P56_WT#5_0371_TME10-3_30x_Str_03B_x5775_y17686_z166.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0371_TME10-3_30x_Str_03B_x5775_y17686_z166/0371_TME10-3_30x_Str_03B_x5775_y17686_z166.swc,,,P56,female,pass,,,,,
P56_WT#5_0373_TME10-3_30x_Str_03B_x5929_y19152_z321.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0373_TME10-3_30x_Str_03B_x5929_y19152_z321/0373_TME10-3_30x_Str_03B_x5929_y19152_z321.swc,,,P56,female,pass,,,,,
P56_WT#5_0374_TME10-3_30x_Str_03B_x5980_y14694_z347.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0374_TME10-3_30x_Str_03B_x5980_y14694_z347/0374_TME10-3_30x_Str_03B_x5980_y14694_z347.swc,,,P56,female,pass,,,,,
P56_WT#5_0375_TME10-3_30x_Str_03B_x6047_y16183_z171.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0375_TME10-3_30x_Str_03B_x6047_y16183_z171/0375_TME10-3_30x_Str_03B_x6047_y16183_z171.swc,,,P56,female,pass,,,,,
P56_WT#5_0376_TME10-3_30x_Str_03B_x6057_y16619_z302.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0376_TME10-3_30x_Str_03B_x6057_y16619_z302/0376_TME10-3_30x_Str_03B_x6057_y16619_z302.swc,,,P56,female,pass,,,,,
P56_WT#5_0377_TME10-3_30x_Str_03B_x6089_y7038_z278.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0377_TME10-3_30x_Str_03B_x6089_y7038_z278/0377_TME10-3_30x_Str_03B_x6089_y7038_z278.swc,,,P56,female,pass,,,,,
P56_WT#5_0378_TME10-3_30x_Str_03B_x6119_y17390_z256.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0378_TME10-3_30x_Str_03B_x6119_y17390_z256/0378_TME10-3_30x_Str_03B_x6119_y17390_z256.swc,,,P56,female,pass,,,,,
P56_WT#5_0379_TME10-3_30x_Str_03B_x6158_y12622_z247.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0379_TME10-3_30x_Str_03B_x6158_y12622_z247/0379_TME10-3_30x_Str_03B_x6158_y12622_z247.swc,,,P56,female,pass,,,,,
P56_WT#5_0380_TME10-3_30x_Str_03B_x6257_y7783_z485.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0380_TME10-3_30x_Str_03B_x6257_y7783_z485/0380_TME10-3_30x_Str_03B_x6257_y7783_z485.swc,,,P56,female,pass,,,,,
P56_WT#5_0383_TME10-3_30x_Str_03B_x6388_y14366_z483.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0383_TME10-3_30x_Str_03B_x6388_y14366_z483/0383_TME10-3_30x_Str_03B_x6388_y14366_z483.swc,,,P56,female,pass,,,,,
P56_WT#5_0384_TME10-3_30x_Str_03B_x6391_y11443_z195.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0384_TME10-3_30x_Str_03B_x6391_y11443_z195/0384_TME10-3_30x_Str_03B_x6391_y11443_z195.swc,,,P56,female,pass,,,,,
P56_WT#5_0385_TME10-3_30x_Str_03B_x6397_y8942_z160.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0385_TME10-3_30x_Str_03B_x6397_y8942_z160/0385_TME10-3_30x_Str_03B_x6397_y8942_z160.swc,,,P56,female,pass,,,,,
P56_WT#5_0386_TME10-3_30x_Str_03B_x6428_y10998_z477.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0386_TME10-3_30x_Str_03B_x6428_y10998_z477/0386_TME10-3_30x_Str_03B_x6428_y10998_z477.swc,,,P56,female,pass,,,,,
P56_WT#5_0387_TME10-3_30x_Str_03B_x6445_y20254_z389.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0387_TME10-3_30x_Str_03B_x6445_y20254_z389/0387_TME10-3_30x_Str_03B_x6445_y20254_z389.swc,,,P56,female,pass,,,,,
P56_WT#5_0388_TME10-3_30x_Str_03B_x6548_y7548_z417.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0388_TME10-3_30x_Str_03B_x6548_y7548_z417/0388_TME10-3_30x_Str_03B_x6548_y7548_z417.swc,,,P56,female,pass,,,,,
P56_WT#5_0389_TME10-3_30x_Str_03B_x6569_y9826_z378.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0389_TME10-3_30x_Str_03B_x6569_y9826_z378/0389_TME10-3_30x_Str_03B_x6569_y9826_z378.swc,,,P56,female,pass,,,,,
P56_WT#5_0390_TME10-3_30x_Str_03B_x6604_y18957_z189.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0390_TME10-3_30x_Str_03B_x6604_y18957_z189/0390_TME10-3_30x_Str_03B_x6604_y18957_z189.swc,,,P56,female,pass,,,,,
P56_WT#5_0391_TME10-3_30x_Str_03B_x6606_y7079_z284.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0391_TME10-3_30x_Str_03B_x6606_y7079_z284/0391_TME10-3_30x_Str_03B_x6606_y7079_z284.swc,,,P56,female,pass,,,,,
P56_WT#5_0392_TME10-3_30x_Str_03B_x6663_y9455_z461.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0392_TME10-3_30x_Str_03B_x6663_y9455_z461/0392_TME10-3_30x_Str_03B_x6663_y9455_z461.swc,,,P56,female,pass,,,,,
P56_WT#5_0393_TME10-3_30x_Str_03B_x6763_y18423_z264.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0393_TME10-3_30x_Str_03B_x6763_y18423_z264/0393_TME10-3_30x_Str_03B_x6763_y18423_z264.swc,,,P56,female,pass,,,,,
P56_WT#5_0394_TME10-3_30x_Str_03B_x6779_y14998_z410.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0394_TME10-3_30x_Str_03B_x6779_y14998_z410/0394_TME10-3_30x_Str_03B_x6779_y14998_z410.swc,,,P56,female,pass,,,,,
P56_WT#5_0395_TME10-3_30x_Str_03B_x6882_y13016_z479.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0395_TME10-3_30x_Str_03B_x6882_y13016_z479/0395_TME10-3_30x_Str_03B_x6882_y13016_z479.swc,,,P56,female,pass,,,,,
P56_WT#5_0396_TME10-3_30x_Str_03B_x6919_y19903_z438.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0396_TME10-3_30x_Str_03B_x6919_y19903_z438/0396_TME10-3_30x_Str_03B_x6919_y19903_z438.swc,,,P56,female,pass,,,,,
P56_WT#5_0397_TME10-3_30x_Str_03B_x7034_y18402_z99.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0397_TME10-3_30x_Str_03B_x7034_y18402_z99/0397_TME10-3_30x_Str_03B_x7034_y18402_z99.swc,,,P56,female,pass,,,,,
P56_WT#5_0398_TME10-3_30x_Str_03B_x7037_y20218_z383.swc,TME10-3,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/a2/32/a23212e9650947ec/TME10-3_Lvl2_Reconstruction/TME10-3_30x_Str_03B/0398_TME10-3_30x_Str_03B_x7037_y20218_z383/0398_TME10-3_30x_Str_03B_x7037_y20218_z383.swc,,,P56,female,pass,,,,,
